Date,Close
2017-05-03,1870.6823979586286
2017-05-04,1870.592683982344
2017-05-05,1870.2893244343777
2017-05-08,1869.761118820756
2017-05-09,1869.0037761860283
2017-05-10,1868.011025133765
2017-05-11,1866.7853742225377
2017-05-12,1865.3253271191636
2017-05-15,1863.6316099853343
2017-05-16,1861.700592012591
2017-05-17,1859.5472805425636
2017-05-18,1857.1624775271564
2017-05-19,1854.557427470142
2017-05-22,1851.7382037238522
2017-05-23,1848.7135202285876
2017-05-24,1845.4873598712036
2017-05-25,1842.0688766899964
2017-05-26,1838.464430100994
2017-05-30,1834.6909198672051
2017-05-31,1830.7577640857232
2017-06-01,1826.6788698531911
2017-06-02,1822.463193163807
2017-06-05,1818.128249917773
2017-06-06,1813.685856746255
2017-06-07,1809.1533535102571
2017-06-08,1804.5481240805823
2017-06-09,1799.8815229855022
2017-06-12,1795.169426760187
2017-06-13,1790.4299344346819
2017-06-14,1785.678922544157
2017-06-15,1780.9303421950547
2017-06-16,1776.202028358623
2017-06-19,1771.5100336092303
2017-06-20,1766.87085061924
2017-06-21,1762.2972202256074
2017-06-22,1757.8074945147252
2017-06-23,1753.4137541765567
2017-06-26,1749.1287510505072
2017-06-27,1744.9718714532578
2017-06-28,1740.9505530409238
2017-06-29,1737.0821906867586
2017-06-30,1733.3758284045598
2017-07-03,1729.8378146079056
2017-07-05,1726.476698200349
2017-07-06,1723.303712683213
2017-07-07,1720.3276930237478
2017-07-10,1717.5587394709387
2017-07-11,1714.9988984804627
2017-07-12,1712.6543204218003
2017-07-13,1710.529274245503
2017-07-14,1708.6294702230564
2017-07-17,1706.9583961310707
2017-07-18,1705.518461506069
2017-07-19,1704.3117348086275
2017-07-20,1703.3379299750497
2017-07-21,1702.5965298901913
2017-07-24,1702.0873805197543
2017-07-25,1701.8082483664136
2017-07-26,1701.759716560013
2017-07-27,1701.936052824167
2017-07-28,1702.331497376366
2017-07-31,1702.9433546163907
2017-08-01,1703.7643189175235
2017-08-02,1704.7869306187488
2017-08-03,1706.0059360502512
2017-08-04,1707.4106848405513
2017-08-07,1708.992705103245
2017-08-08,1710.7437670058252
2017-08-09,1712.6505795888427
2017-08-10,1714.7062993284744
2017-08-11,1716.8966340423328
2017-08-14,1719.206950472083
2017-08-15,1721.631010228646
2017-08-16,1724.1523536470074
2017-08-17,1726.758085855914
2017-08-18,1729.4357520821063
2017-08-21,1732.170267966805
2017-08-22,1734.9480234795146
2017-08-23,1737.7563327955281
2017-08-24,1740.5781641224387
2017-08-25,1743.4017228339799
2017-08-28,1746.2156433994298
2017-08-29,1749.0049404820586
2017-08-30,1751.757687426201
2017-08-31,1754.4563573292057
2017-09-01,1757.0954049563352
2017-09-05,1759.659052794468
2017-09-06,1762.1373216215673
2017-09-07,1764.5185048309654
2017-09-08,1766.7956158669915
2017-09-11,1768.954736630553
2017-09-12,1770.991092058404
2017-09-13,1772.8979596536708
2017-09-14,1774.666251392756
2017-09-15,1776.2905320654213
2017-09-18,1777.766004603521
2017-09-19,1779.0854624023864
2017-09-20,1780.248267319925
2017-09-21,1781.2507885476778
2017-09-22,1782.0896813408826
2017-09-25,1782.767883353656
2017-09-26,1783.2795082753153
2017-09-27,1783.6257113630968
2017-09-28,1783.8086160898265
2017-09-29,1783.833140550599
2017-10-02,1783.7019803456335
2017-10-03,1783.413034007004
2017-10-04,1782.9735081393787
2017-10-05,1782.3872536002145
2017-10-06,1781.6609158692356
2017-10-09,1780.7975976373073
2017-10-10,1779.8063759255765
2017-10-11,1778.695953671895
2017-10-12,1777.4672440796026
2017-10-13,1776.128443973856
2017-10-16,1774.6924372234598
2017-10-17,1773.1642079382073
2017-10-18,1771.5516448746594
2017-10-19,1769.8634839780173
2017-10-20,1768.1078780636383
2017-10-23,1766.2950264025574
2017-10-24,1764.43327985423
2017-10-25,1762.5304721629673
2017-10-26,1760.593006754597
2017-10-27,1758.6324141965881
2017-10-30,1756.6566382577514
2017-10-31,1754.6777596280497
2017-11-01,1752.7013895569196
2017-11-02,1750.735141739675
2017-11-03,1748.7860137344367
2017-11-06,1746.863852733843
2017-11-07,1744.9758433376628
2017-11-08,1743.1302373833025
2017-11-09,1741.3354187375676
2017-11-10,1739.5969106302953
2017-11-13,1737.9191250438857
2017-11-14,1736.3094996344544
2017-11-15,1734.7750759699222
