Date,Close
2017-06-26,2364.2622623510933
2017-06-27,2378.530994436691
2017-06-28,2364.5628858129303
2017-06-29,2356.0153659641933
2017-06-30,2341.436837677419
2017-07-03,2362.989289898839
2017-07-05,2377.8853362433774
2017-07-06,2385.846090091297
2017-07-07,2391.76237253352
2017-07-10,2378.533683109047
2017-07-11,2369.162633013029
2017-07-12,2354.2077646922116
2017-07-13,2361.718881870414
2017-07-14,2376.8746959487885
2017-07-17,2385.7617385365143
2017-07-18,2383.300588942084
2017-07-19,2383.1338069047733
2017-07-20,2397.4967126341853
2017-07-21,2389.0682923975583
2017-07-24,2407.8638844343277
2017-07-25,2453.787878529635
2017-07-26,2442.9589218385663
2017-07-27,2410.70413303264
2017-07-28,2419.723026971965
2017-07-31,2391.0738043725537
2017-08-01,2382.237238178404
2017-08-02,2375.2060382569466
2017-08-03,2402.059038897124
2017-08-04,2421.9380367604545
2017-08-07,2430.5789168372485
2017-08-08,2418.106502238589
2017-08-09,2444.0613034255507
2017-08-10,2437.285427631136
2017-08-11,2440.022175653899
2017-08-14,2420.290440556354
2017-08-15,2438.127026845505
2017-08-16,2453.8250121230194
2017-08-17,2435.5093520758564
2017-08-18,2453.926952289313
2017-08-21,2467.2779708942585
2017-08-22,2498.4616753468085
2017-08-23,2498.348876704278
2017-08-24,2503.4543467821936
2017-08-25,2510.103236991656
2017-08-28,2499.583114344983
2017-08-29,2469.5692436920913
2017-08-30,2486.444942440175
2017-08-31,2457.0507050545443
2017-09-01,2482.3633997576494
2017-09-05,2480.5766048819055
2017-09-06,2459.0359698429056
2017-09-07,2460.7679466078866
2017-09-08,2476.7808230681644
2017-09-11,2492.010113686396
2017-09-12,2476.8179645287205
2017-09-13,2461.8451241097573
2017-09-14,2448.2095117397566
2017-09-15,2407.984661041646
2017-09-18,2419.095438462342
2017-09-19,2426.991967449513
2017-09-20,2408.9411047438357
2017-09-21,2404.5827679949184
2017-09-22,2374.2490266069835
2017-09-25,2355.7782490757068
2017-09-26,2352.7765316908076
2017-09-27,2374.318751441682
2017-09-28,2369.935563361855
2017-09-29,2383.126048805041
2017-10-02,2413.8649084893386
2017-10-03,2444.591931892531
2017-10-04,2465.7533505861543
2017-10-05,2472.982744911105
2017-10-06,2467.474490084657
2017-10-09,2509.2947429646247
2017-10-10,2531.4037226666505
2017-10-11,2505.2790967754004
2017-10-12,2512.8913984556025
2017-10-13,2496.8270221278085
2017-10-16,2513.414980617725
2017-10-17,2507.6506823169925
2017-10-18,2499.578529679375
2017-10-19,2458.866420021225
2017-10-20,2449.7433887465077
2017-10-23,2454.796969964417
2017-10-24,2480.3082487442807
2017-10-25,2463.9087558705655
2017-10-26,2465.2842220691664
2017-10-27,2489.3995808554846
2017-10-30,2461.992256847844
2017-10-31,2498.0457694677357
2017-11-01,2497.133366174594
2017-11-02,2483.609863318184
2017-11-03,2486.649483478336
2017-11-06,2487.128481128432
2017-11-07,2519.6867213004757
2017-11-08,2518.2186132386278
2017-11-09,2509.635117018376
2017-11-10,2493.8572802894723
2017-11-13,2485.2627795774533
2017-11-14,2480.8671416810325
2017-11-15,2488.1921551840755
