index,rent
4460,85113.38
4461,57203.863
4465,168641.42
4480,217724.08
4491,193221.36
4499,299971.06
4502,69818.76
4521,263886.28
4523,84147.516
4546,75015.23
4557,78222.59
4572,89368.875
4574,178920.52
4592,109801.86
4614,78284.79
4615,56909.76
4618,87124.08
4623,81277.086
4624,451205.44
4636,237229.6
4641,98176.945
4675,233907.1
4681,232554.02
4684,96819.4
4695,361375.1
4704,128159.66
4710,163082.33
4712,140977.61
4733,322452.53
4764,238629.52
4770,113568.305
4776,174810.52
4785,158489.7
4793,226894.94
4794,93797.086
4810,233907.1
4815,233907.1
4827,233907.1
4846,225121.05
4854,96621.02
4878,232760.83
4884,212756.97
4891,226894.94
4903,165506.89
4925,76562.13
4929,325352.72
5025,59231.074
5054,61380.22
5064,59877.184
5098,111123.0
5156,74796.66
5204,110081.12
5208,83174.47
5210,114146.914
5218,159923.62
5219,115500.86
5227,82563.38
5235,113593.836
5238,199681.42
5254,113542.57
5255,103319.23
5258,92809.336
5271,115648.914
5273,150575.56
5287,129543.89
5300,110233.37
5301,113542.57
5302,152749.45
5318,108878.45
5332,181830.58
5337,87686.195
5362,100141.76
5372,139920.14
5378,183121.48
5381,150058.8
5389,116609.57
5392,160699.47
5395,92248.98
5399,84759.96
5403,109363.51
5408,110374.27
5409,208802.98
5431,481946.66
5433,182577.77
5434,113593.836
5443,183611.2
5449,1145468.2
5451,126630.26
5474,228286.95
5479,198248.7
5481,161930.02
5485,96357.37
5488,183121.48
5496,102148.6
5499,102376.836
5501,87686.195
5525,183730.33
5526,98304.84
5527,150569.98
5544,113638.5
5547,181830.58
5553,199681.42
5569,113593.836
5580,230612.53
5585,180183.06
5594,139673.61
5597,184627.95
5601,218532.75
5609,105413.61
5612,208802.98
5615,118397.51
5632,234766.7
5633,89965.555
5643,149653.81
5647,259592.89
5675,81181.1
5683,97125.18
5689,82833.586
5697,157296.28
5702,72505.445
5707,110551.18
5708,165600.06
5721,148849.67
5726,173431.33
5730,67526.8
5741,114950.25
5774,118272.836
5838,200683.81
5861,118748.02
5875,161095.44
5877,249056.34
5878,165006.3
5894,83068.63
5931,90593.484
5947,166854.06
5986,242920.98
5993,96259.71
6056,309803.22
6086,106247.75
6164,69875.27
6182,172288.58
6193,69682.555
6235,69127.375
6242,60388.402
6275,76574.99
6278,91064.24
6280,91064.24
6299,86385.6
6335,80466.07
6361,86376.555
6363,117183.38
6370,90676.42
6383,98040.47
6406,282501.7
6408,87940.98
6419,154463.22
6420,270029.84
6430,405180.38
6440,200384.05
6441,105636.04
6448,95608.64
6465,95608.64
6477,121428.875
6482,835316.9
6487,113414.56
6492,99764.74
6493,465951.72
6497,152271.88
6512,75958.15
6513,72920.836
6536,376206.56
6568,258870.23
6571,331316.7
6576,76630.695
6591,254565.92
6593,117646.29
6595,376206.53
6600,80094.9
6610,169090.3
6619,99764.74
6625,125085.73
6626,85762.55
6631,183483.52
6645,81162.95
6651,99764.74
6659,244538.98
6666,105410.01
6674,218812.23
6676,86823.01
6677,162824.0
6702,75631.52
6711,97642.414
6714,243071.52
6715,253886.48
6718,205499.64
6726,88597.61
6757,267184.84
6793,82272.63
6795,149875.1
6818,95698.93
6825,74607.125
6826,156682.61
6835,89262.01
6839,72906.766
6843,418027.28
6856,182453.89
6860,54889.895
6864,87940.98
6866,164318.42
6867,265369.75
6870,95781.27
6872,89521.484
6874,170298.9
6881,398699.47
6886,146709.61
6912,161969.92
6919,346637.72
6932,96916.62
6935,229268.42
6936,253886.48
6972,118605.625
6975,220517.73
6976,331316.7
6989,88469.64
7003,270029.84
7014,280060.97
7028,111994.85
7034,113537.79
7038,80196.664
7059,97944.54
7068,421091.16
7071,120051.42
7080,200384.05
7082,226150.88
7087,97364.914
7089,99497.37
7102,271013.7
7103,169017.73
7115,169090.3
7119,75155.68
7120,138454.08
7126,130697.93
7134,389420.66
7136,169090.3
7148,98441.086
7152,121457.555
7161,95767.484
7169,293165.9
7183,486906.25
7184,95608.64
7214,88562.54
7215,428725.8
7225,97288.664
7253,149875.1
7269,136253.7
7281,96665.23
7296,128923.086
7299,200384.05
7303,94755.34
7316,88420.96
7375,89090.36
7378,53118.207
7420,62447.207
7433,117820.336
7480,107310.125
7481,107310.125
7483,96920.46
7497,64151.938
7530,97330.29
7533,50224.94
7620,116620.62
7629,97914.39
7646,115871.445
7689,118285.3
7745,115871.445
7750,67162.55
7786,71335.88
7791,82156.52
7811,279049.94
7827,47759.9
7856,52535.355
7889,178006.92
7905,127732.71
7929,105002.25
7990,250775.06
8021,105950.87
8065,57063.785
8089,68664.4
8172,243602.86
8207,251032.34
8221,63851.66
8226,117980.336
8228,55018.41
8234,104480.63
8255,105781.78
8257,55835.496
8277,117980.336
8286,106250.96
8326,105418.02
8365,109695.52
8447,60336.2
8470,111662.48
8477,60497.723
8480,105576.69
8529,67658.24
8561,253751.72
8603,289301.25
8621,141800.3
8702,52095.31
8727,55814.48
8808,52676.914
8817,84778.62
8845,522561.0
8846,84998.77
8852,117858.63
8862,53362.16
8881,210646.02
8920,64671.48
8921,53539.984
8948,73067.164
8985,135269.27
8997,82543.16
9021,63815.82
9051,60256.098
9055,75300.99
9067,63851.12
9116,66354.01
9122,69277.93
9135,65462.434
9147,68160.77
9242,57320.473
9253,276509.72
9258,62073.36
9281,60809.49
9411,125532.98
9421,86109.61
9423,116724.76
9466,127195.11
9469,65115.625
9505,212315.83
9676,141672.31
9694,60856.715
9715,87400.555
9726,68890.266
9747,89784.82
9749,94405.836
9786,59492.316
9823,63093.0
9873,102201.305
9876,58542.62
9880,101416.52
9921,88055.49
9968,51584.3
9987,87716.81
10043,62469.844
10052,122592.69
10099,102440.32
10107,264126.38
10108,235294.5
10142,59115.02
10165,74150.914
10168,288363.28
10172,56183.4
10174,111495.81
10209,68684.984
10216,59969.492
10217,101054.89
10227,135171.05
10255,102368.73
10272,172491.7
10287,56643.96
10307,262353.47
10323,52058.26
10383,88849.58
10393,88499.63
10403,49197.855
10437,56161.89
10444,58275.5
10500,58732.99
10506,67222.45
10512,52058.26
10526,50791.113
10540,146054.23
10548,209912.03
10560,102405.76
10579,80449.94
10583,175863.11
10624,176828.3
10638,264013.2
10639,154891.9
10646,453612.78
10658,159786.92
10666,81672.16
10676,189957.06
10681,158284.98
10685,75640.41
10687,119736.27
10701,81672.16
10707,260552.58
10723,270139.66
10728,462572.28
10729,426378.22
10749,86432.01
10766,211568.95
10768,74506.586
10784,83751.055
10808,79441.43
10815,201780.98
10816,259717.81
10834,420543.16
10850,94078.38
10861,134947.02
10915,83317.055
10957,73713.88
11003,90030.1
11020,106621.18
11025,68388.01
11073,98021.78
11098,146823.86
11102,157761.58
11137,98177.1
11168,64343.77
11215,91316.84
11219,273579.75
11225,93414.93
11228,68060.94
11254,113166.39
11267,59256.57
11268,118121.875
11298,55812.49
11305,78274.29
11318,62001.715
11364,83478.836
11366,81100.89
11370,46058.863
11380,81843.06
11397,57462.31
11451,101441.195
11458,77811.73
11476,101441.195
11543,239971.11
11614,80986.73
11661,115470.98
11704,65555.734
11712,50372.445
11929,61240.56
11990,110049.35
12032,48372.477
12095,96189.59
12104,73223.164
12105,82858.34
12131,55757.38
12134,122703.836
12135,213463.12
12139,296058.06
12140,54846.504
12160,175179.9
12162,84966.86
12188,239857.27
12212,87325.68
12214,61991.832
12240,148366.48
12241,71773.375
12251,61385.957
12254,59767.363
12261,54383.742
12263,68950.766
12269,84832.68
12284,244539.97
12286,67255.39
12289,108331.04
12301,114305.62
12307,45615.277
12313,60717.2
12314,124697.07
12328,114305.62
12332,64417.375
12334,90170.43
12337,76531.31
12338,58070.617
12375,54383.742
12382,81777.87
12385,154446.05
12386,147416.31
12394,144987.62
12419,100705.45
12421,156847.92
12422,100705.45
12425,73828.555
12426,244539.97
12427,145855.42
12428,89892.9
12438,65953.664
12448,144274.6
12457,144274.6
12475,138731.17
12476,68027.125
12499,229212.17
12511,84966.86
12527,70179.625
12540,54383.742
12547,80863.89
12551,72513.93
12568,144987.62
12586,119501.93
12598,104139.49
12615,124867.445
12624,172645.77
12648,128506.91
12665,171980.89
12669,97762.11
12671,90909.414
12684,170532.89
12691,171673.23
12706,104582.664
12708,103742.38
12712,198250.72
12730,136432.95
12733,74760.35
12739,103320.86
12761,90657.59
12771,168744.95
12774,119093.16
12777,105628.54
12830,124122.53
12845,668830.6
12867,332082.28
12885,255063.77
12895,136432.97
12898,102946.43
12903,79910.555
12908,87972.5
12920,63201.566
12924,194106.14
12932,88234.16
12949,90410.53
12960,72930.4
12963,106475.66
12964,884088.5
12974,138921.64
12977,101028.016
12995,83979.68
13001,62057.16
13003,100119.336
13008,235983.98
13017,1093929.0
13021,94797.88
13031,80325.93
13071,102648.23
13086,93093.836
13087,96127.8
13089,1133019.8
13110,159489.8
13111,185215.23
13113,102648.23
13114,113330.26
13146,97762.11
13149,101028.016
13151,81183.43
13195,174041.9
13206,126533.695
13207,171565.92
13229,165633.3
13231,113974.63
13261,706403.4
13262,170191.12
13267,166467.44
13292,1929431.0
13296,326416.9
13318,128835.98
13322,172645.77
13326,128835.98
13334,108325.625
13347,102237.13
13348,75218.69
13354,86007.02
13355,115666.03
13357,174482.05
13372,115528.65
13374,357874.84
13378,78473.695
13386,225550.73
13414,98328.78
13416,88848.02
13422,75218.69
13424,106475.66
13430,828721.0
13435,128506.91
13436,1087131.8
13441,186913.58
13449,251371.92
13450,70426.66
13453,103862.27
13462,183697.11
13463,135155.02
13484,128835.98
13491,108325.625
13497,249981.19
13500,106946.35
13501,100119.336
13502,105766.07
13515,1089024.9
13516,106946.35
13528,116241.14
13534,254925.44
13604,141366.64
13653,70202.16
13718,92926.22
13745,103335.68
13802,59342.383
13851,70202.16
13905,86022.11
13999,80296.695
14012,68773.63
14018,134876.25
14038,101622.29
14064,71559.414
14154,344254.28
14191,132545.66
14198,156973.84
14224,92260.086
14231,109667.77
14246,125587.52
14256,197821.1
14269,89038.65
14275,81822.73
14279,155075.89
14283,105698.016
14284,99980.6
14302,145872.1
14317,102793.23
14322,109667.77
14342,80079.914
14347,93218.79
14354,170730.83
14357,99307.49
14363,150724.95
14366,105698.016
14370,98161.4
14382,99307.49
14392,155679.3
14406,150509.81
14416,99382.85
14420,269874.34
14424,140102.11
14427,97927.98
14436,97443.15
14462,249394.47
14492,71583.18
14493,150509.81
14495,97927.98
14505,98161.4
14506,89768.73
14510,77540.32
14514,97927.98
14529,77216.11
14531,95311.67
14533,117547.26
14534,97856.57
14548,103075.63
14555,85446.4
14557,200084.66
14561,86552.45
14563,97927.98
14565,71583.18
14585,274182.2
14589,95462.055
14615,97856.57
14621,98491.81
14646,97856.57
14651,97838.99
14661,95900.56
14697,72276.39
14700,93218.79
14703,80174.02
14710,95418.26
14713,98491.81
14715,107863.68
14718,170730.83
14730,165001.31
14740,117547.26
14770,241768.23
14779,85269.625
14780,170838.16
14786,159743.31
14790,82065.8
14791,95796.26
14793,106733.21
14794,211623.64
14813,93114.77
14822,103075.63
14834,100059.21
14839,95883.55
14844,103075.63
14847,80495.09
14856,269874.34
14879,84020.695
14880,98532.06
14911,125818.76
14926,87944.51
14928,87944.51
14933,81822.72
14943,67376.305
14946,105698.016
14949,82065.8
14950,89421.14
15135,234265.36
15199,236425.83
15227,147426.47
15372,164103.3
15399,138736.39
15432,171913.89
15476,101081.11
15587,57433.23
15592,67116.26
15642,356317.03
15691,338020.84
15694,283827.6
15738,62535.754
15740,137665.22
15746,157737.39
15761,44546.316
15809,53267.06
15845,57643.03
15892,65287.19
15936,82085.414
15949,102934.945
15991,81731.09
15992,78399.18
16023,74675.72
16050,64339.246
16103,73939.086
16141,96657.78
16146,91079.16
16147,138325.39
16149,124127.67
16150,96657.78
16154,147804.58
16155,88034.43
16170,143383.48
16174,126534.664
16182,101082.32
16202,74242.57
16213,74932.48
16222,71122.88
16224,74494.85
16226,106813.47
16276,117732.71
16278,54541.3
16318,72543.9
16319,133229.47
16327,67367.66
16435,121646.04
16500,62537.684
16524,122569.82
16551,123275.06
16572,58436.113
16576,109691.65
16578,98380.54
16605,113621.02
16614,109484.63
16761,101019.68
16779,179205.05
16835,191444.73
16864,98726.234
16900,94367.49
16928,215897.86
16937,176269.83
16940,89832.74
16971,183826.17
16991,166930.72
17012,224071.12
17032,355582.9
17050,99198.87
17147,352400.78
17226,166930.72
17257,183826.17
17310,126267.586
17347,215897.86
17348,89832.74
17352,182773.45
17368,167536.58
17455,425083.22
17461,67893.914
17485,115561.766
17502,112257.38
17515,93140.914
17549,111296.32
17553,115738.94
17561,167437.73
17586,226076.6
17594,114272.21
17607,177620.08
17618,167437.73
17636,116009.24
17651,114244.86
17690,112497.664
17723,143415.78
17740,53968.125
17761,174752.08
17813,106677.72
17815,77665.31
17857,93140.914
17858,111879.83
17884,249019.61
17888,233424.14
17921,177360.98
17923,90187.01
17966,115303.85
17971,112257.4
18080,108671.82
18149,56015.457
18150,101429.32
18155,64122.066
18170,60193.12
18174,76032.17
18189,50466.44
18190,49842.05
18193,132516.81
18196,61300.734
18221,60193.12
18254,63755.01
18267,93949.96
18270,92638.07
18279,96369.055
18297,189528.27
18306,89632.695
18324,263845.47
18335,85807.4
18425,93772.125
18436,72515.48
18442,251891.64
18451,114215.51
18487,95515.85
18512,94985.59
18559,251891.64
18570,179765.42
18585,88314.055
18590,165058.83
18601,251891.64
18673,53947.76
18686,205200.64
18687,102142.74
18727,59667.375
18736,105993.23
18750,202026.75
18751,95028.43
18792,99180.695
18814,114203.39
18824,57931.34
18852,128410.24
18861,91169.1
18864,67594.414
18868,172533.05
18870,160663.72
18875,104838.81
18877,76831.51
18886,100848.22
18888,95037.375
18912,68038.08
18919,192301.44
18965,83527.89
18974,92640.57
19040,70604.82
19045,104838.81
19056,205200.64
19081,205200.64
19089,150286.22
19092,70338.1
19104,53843.19
19135,65296.293
19137,102950.914
19155,85901.4
19190,205200.64
19198,60958.09
19228,56572.77
19256,176907.2
19267,205200.64
19272,146682.0
19292,106671.57
19302,185275.27
19317,67594.41
19323,48570.895
19339,191086.5
19349,283535.4
19363,115185.414
19373,96577.805
19407,67594.414
19466,91169.1
19482,72499.29
19492,239639.5
19493,244156.23
19496,118176.68
19501,66732.83
19507,201056.14
19521,67425.89
19524,253518.75
19528,239639.5
19532,118176.68
19535,209119.16
19536,110854.36
19550,131105.03
19554,204234.22
19565,244156.23
19576,112822.055
19582,131105.03
19599,265147.47
19602,208518.64
19616,105546.85
19620,426371.75
19621,81990.195
19622,243719.56
19627,242804.45
19638,170449.64
19640,180455.5
19650,255876.94
19655,110854.36
19657,106412.07
19671,435834.97
19675,68701.24
19690,118176.68
19694,82280.12
19700,106903.695
19732,80521.445
19747,92771.12
19762,89065.79
19878,84406.305
19984,150201.42
20016,67848.72
20061,80912.87
20063,58162.176
20067,60038.434
20129,98032.734
20137,100728.42
20164,54666.168
20190,57968.867
20245,59815.902
20263,80098.12
20283,78689.44
20296,99426.3
20298,181018.92
20309,213059.33
20319,83047.67
20334,106720.86
20344,98139.06
20355,49600.035
20384,102298.12
20397,76619.04
20408,164540.39
20416,72515.48
20424,106157.16
20436,59817.55
20438,52612.066
20493,54283.348
20515,67578.414
20529,65454.89
20544,69158.41
20555,66636.54
20556,64802.26
20563,67846.84
20595,117253.4
20629,64397.785
20660,75043.195
20674,61830.598
20676,91280.88
20695,83133.22
20757,120258.99
20765,178639.8
20821,62433.34
20858,100433.82
20972,108421.83
20979,118796.69
21006,94792.086
21032,64281.965
21037,88296.555
21057,99370.45
21090,63763.727
21184,103498.21
21188,85737.65
21194,163024.16
21273,50363.13
21294,60333.69
21315,74172.8
21326,86488.38
21425,74844.11
21526,55606.535
21530,57373.285
21540,87681.27
21542,92333.78
21551,88804.805
21565,101093.07
21574,242651.73
21585,103301.055
21603,80740.96
21640,160417.33
21650,86614.586
21652,88089.805
21663,74967.83
21673,160524.69
21675,124670.375
21696,55161.023
21698,107560.57
21711,170369.48
21716,92801.49
21720,91697.27
21744,102180.04
21749,87681.27
21784,84029.45
21789,159079.45
21793,101951.63
21813,158424.25
21814,104503.3
21840,104503.3
21841,87709.98
21847,113459.52
21861,84375.47
21882,109948.07
21885,106201.26
21895,106372.75
21904,102180.04
21926,89466.52
21934,115367.65
21947,111457.29
21949,92333.78
21956,80264.2
21958,96636.46
21959,104052.14
21984,157086.45
22050,104052.14
22085,65676.12
22090,84329.39
22108,74637.37
22144,97690.93
22158,101974.484
22205,72035.71
22206,176956.67
22210,70219.14
22217,70081.305
22224,89383.52
22257,72865.266
22262,61252.64
22272,94621.484
22274,97844.07
22297,99133.93
22343,97021.3
22376,80217.77
22416,98744.02
22423,56839.168
22426,102205.68
22436,143455.31
22484,84820.85
22499,123503.9
22504,101386.74
22534,122769.94
22552,124200.47
22566,103885.44
22659,197510.58
22661,109494.445
22680,80997.63
22720,86655.31
22723,125555.3
22769,75786.67
22777,79836.414
22815,131047.875
22836,78615.36
22856,145719.73
22893,69666.65
22894,75243.87
22929,130780.055
22934,290803.34
22970,259043.95
22977,80185.54
22995,66460.41
23011,335889.97
23046,335890.0
23057,78366.79
23068,184112.67
23081,284216.16
23089,104822.414
23096,108450.86
23111,71990.87
23113,83240.02
23119,109326.88
23139,57912.867
23142,76793.32
23143,198038.22
23155,71455.67
23159,176133.67
23164,100668.586
23184,107307.586
23189,112122.375
23192,110000.72
23245,108469.086
23264,150616.02
23266,81397.36
23272,60619.44
23290,69376.48
23293,70413.16
23294,176133.67
23304,83351.34
23307,58666.707
23308,72163.07
23313,110218.24
23331,164995.55
23347,115279.67
23383,67112.414
23394,70964.62
23426,177358.47
23446,190564.98
23477,260477.2
23481,97923.984
23510,67881.47
23521,113775.61
23539,48229.637
23559,56828.88
23561,76388.9
23607,122343.08
23613,69843.51
23657,65983.086
23681,66660.64
23723,65983.086
23739,76248.62
23751,73363.03
23752,49939.395
23782,257711.23
23786,69667.95
23833,52456.965
23838,84799.086
23901,66652.87
23926,110604.12
23957,92257.54
23978,92434.88
23993,110604.12
24016,212083.36
24031,108372.41
24050,80094.664
24054,88783.23
24125,96323.914
24135,110711.85
24143,97387.65
24147,96398.195
24227,55391.37
24235,104822.16
24258,70955.234
24262,65321.996
24272,81293.84
24348,44307.758
24367,88777.54
24467,101968.87
24515,62540.926
24526,138147.94
24527,54168.94
24529,68392.7
24531,116756.77
24586,147611.89
24589,102022.14
24606,106711.54
24616,174688.7
24632,101676.555
24648,71525.78
24663,152515.73
24666,63304.914
24725,107136.875
24761,105075.445
24862,101676.555
24925,77786.97
24969,146884.8
25012,84850.39
25014,85088.27
25037,53699.844
25051,68830.08
25058,156307.72
25087,48937.348
25090,60681.465
25196,175264.14
25214,155705.94
25225,80745.87
25231,106608.086
25241,55215.277
25246,47452.63
25265,67486.56
25270,80663.65
25299,94332.87
25308,162415.3
25379,71521.65
25390,103649.516
25408,110662.08
25410,89391.68
25414,72000.45
25493,76754.625
25558,64002.754
25566,70168.15
25600,300439.8
25703,64967.707
25704,81429.02
25737,66402.91
25805,136672.12
25838,106353.72
25873,86667.1
25927,90540.6
26024,73202.305
26087,87245.52
26160,75797.66
26163,204681.61
26204,75537.24
26205,84697.35
26210,109335.31
26221,110567.375
26229,113058.1
26273,99728.586
26277,111110.14
26281,111819.82
26312,104174.125
26320,92744.04
26373,197753.58
26401,103323.5
26433,110769.07
26437,102709.266
26441,114842.65
26443,102770.98
26446,133781.03
26486,117777.125
26543,71067.445
26547,57115.152
26610,133492.89
26633,68279.62
26673,61897.85
26756,69101.055
26760,80868.38
26821,101027.36
26854,142204.52
26871,142204.52
26874,203809.47
26878,235148.88
26904,248914.27
26921,133369.8
26927,81755.31
26942,111277.52
26948,106816.88
26950,116784.18
26955,213050.44
26959,95034.0
26977,204109.3
26982,115028.1
27013,97913.21
27047,137344.95
27054,115028.1
27061,178018.52
27070,115928.555
27081,115928.555
27088,113290.35
27117,203809.5
27120,131853.19
27140,132855.28
27143,221734.64
27145,137344.95
27163,307878.34
27167,215547.08
27195,155180.4
27218,137344.95
27222,235148.88
27226,113290.35
27230,127692.91
27232,115928.555
27254,137568.03
27262,138752.48
27269,182647.81
27274,114694.55
27289,137344.95
27333,147131.14
27361,114694.55
27380,133369.8
27391,178018.52
27400,132855.28
27402,213050.44
27409,179076.88
27517,58694.87
27529,58694.87
27577,109442.945
27585,111325.87
27589,60373.184
27599,63966.684
27607,81444.41
27630,200861.39
27639,120060.72
27653,123152.13
27655,81778.29
27669,120060.72
27684,142927.64
27697,130223.914
27700,109121.6
27706,200861.39
27710,95498.12
27722,95139.09
27724,89312.77
27728,80677.75
27741,67581.805
27742,94290.45
27747,154333.1
27748,125155.72
27753,80677.75
27759,130294.195
27761,88966.28
27767,65851.84
27769,94290.45
27780,75237.445
27781,142131.58
27786,154333.1
27788,131251.19
27798,61960.324
27800,93053.484
27808,224565.77
27838,72171.484
27874,61983.16
27940,65754.5
27988,110012.445
27989,116670.914
28074,54380.598
28115,49676.96
28135,53136.52
28162,66143.38
28174,89926.57
28203,69899.68
28209,59596.496
28218,66736.74
28362,64732.492
28384,64918.055
28414,70072.42
28473,85659.98
28484,86002.69
28485,324537.66
28491,62300.09
28500,115571.9
28501,81761.016
28502,249298.47
28507,86422.055
28514,98663.05
28516,77264.02
28517,51900.957
28519,85618.08
28520,256797.66
28528,81847.64
28529,86034.7
28536,233211.83
28546,247536.27
28551,247536.27
28553,85444.055
28559,100080.695
28561,219411.2
28566,324456.28
28570,62102.574
28571,87444.96
28576,349288.3
28580,260902.05
28582,87444.96
28589,62102.574
28596,205910.67
28599,353583.3
28603,260902.05
28606,57586.73
28607,98843.45
28620,215308.61
28623,304087.53
28633,200682.88
28635,210371.28
28643,273003.38
28647,98263.0
28651,102479.125
28655,154681.47
28659,81055.92
28664,273003.38
28673,85359.664
28674,97388.93
28676,222304.36
28678,86307.79
28679,67476.94
28712,74172.195
28772,76876.086
28833,160082.67
28913,198285.17
28975,65987.62
28998,75796.23
29088,61153.05
29089,62005.754
29101,86941.71
29107,63375.59
29119,57891.426
29178,93571.84
29189,133173.14
29191,60363.24
29195,290653.88
29269,133173.14
29381,135988.67
29399,270535.16
29477,106087.26
29486,97564.08
29525,57766.758
29569,47582.035
29619,70440.17
29635,163869.45
29636,63311.1
29639,65677.66
29668,171948.38
29697,58308.38
29726,79793.58
29837,84798.195
29899,162681.19
29921,167734.58
29933,158523.72
29959,55582.72
29966,58342.168
30086,68938.85
30087,92050.79
30123,84996.04
30157,63790.832
30207,56187.277
30302,63431.38
30360,58503.69
30366,368188.28
30434,60178.363
30447,115352.78
30487,54177.992
30509,162916.73
30568,55186.42
30570,51439.113
30682,44816.7
30702,55236.16
30757,94937.555
30830,48039.426
30854,63389.63
30884,61573.41
30928,86563.29
30941,54168.94
30992,52591.246
31007,55405.99
31017,61537.754
31045,78480.336
31056,92095.26
31091,55740.934
31098,54796.81
31117,65858.04
31163,59496.24
31173,66230.13
31215,79405.88
31228,159348.98
31251,69476.79
31257,119451.695
31263,139756.38
31266,45371.32
31283,102042.984
31308,137468.02
31327,86488.57
31344,139756.38
31441,135444.92
31473,77494.43
31497,65118.31
31499,72109.32
31575,156331.05
31576,87570.27
31590,106540.98
31640,124154.94
31660,122906.805
31668,138591.92
31671,139756.38
31754,64775.48
31768,94046.266
31913,68301.48
31914,107052.586
31915,139756.38
31980,135444.92
32022,107052.586
32157,52850.88
32159,69454.88
32163,90333.52
32205,189124.98
32279,91976.164
32280,104796.59
32319,111163.76
32321,81926.09
32357,95846.62
32449,103909.086
32491,54364.98
32518,127825.79
32579,48303.23
32627,50114.77
32714,83855.445
32744,211075.53
32802,85163.52
32837,68241.05
32862,87080.08
32864,59626.035
32891,144588.14
32927,127825.79
33012,68939.336
33019,68091.836
33026,86203.65
33035,74615.484
33068,165477.3
33074,57801.09
33082,63135.754
33105,123626.98
33120,64444.875
33174,69877.88
33202,91695.01
33215,102919.76
33227,56679.66
33252,64021.363
33256,64444.875
33261,67336.0
33267,108956.89
33276,51523.52
33293,54624.832
33297,62646.5
33299,72699.77
33300,99069.09
33316,64711.953
33328,121107.21
33329,62574.047
33334,92223.1
