serial_number,failure
ZHZ3NSAV,0.04815667976654957
ZL005E5V,0.008652639397648236
ZLW0C77E,0.014244292915866963
ZA14EX4B,0.7377052297887812
8170A00FF97G,0.026342023036020724
ZHZ50LZW,0.03948858183568567
X1G9VDXL,0.008450760621854458
ZJV03Z37,0.009565074979376203
8HJJ0WKH,0.018612528960407652
2BJ2451N,0.004143796349431289
QGK6NYGT,0.007823639661405663
ZA12PTQR,0.0864702350560267
2AGMZKKY,0.004867106641676765
5PHKVXJD,0.005478591945651558
9LG356TA,0.005360056578247166
88Q0A0KRF97G,0.03732827666324723
70J0A06WF97G,0.009505374236118956
ZCH0BZXE,0.04748348577420889
ZJV03X2C,0.011576839710328952
ZA12J6JZ,0.9865014220411993
ZL22HYXC,0.024185281514535955
ZA125DST,0.029059506787015316
ZL2D9E7H,0.005611180499945321
ZL2CSE2C,0.006860063955584995
ZA1818G3,0.02322751666544255
ZJV2ENDD,0.016228282681351493
5120A0BMF97G,0.018578037214808156
fe78b975bfab0010,0.007982236414931588
PL2331LAH3JYTJ,0.013345030904304913
ZL2MLS1P,0.007664697930441352
8HK20D9H,0.019101423630020743
S301GQL4,0.08177536110284042
ZA13G9PY,0.014505947204930036
2CKPWS4J,0.0033725975265308907
6130A09SF97G,0.014393781696500036
4140A0SYFV8G,0.006940006307756284
ZL2LMZZF,0.0034654001438899824
ZLW18MHF,0.01386697142044803
Z950A001F97G,0.01473148881834177
ZL2K9VZ0,0.008774723120231366
ZL2MLSC5,0.004921582881074943
PL2331LAHDLWZJ,0.015390807713765492
AAHLZARH,0.007261064126428724
ZCH0CYZX,0.011160163479478565
8DJ11RTH,0.010151278369031637
99Q0A095F9RG,0.012517000237027582
5PHP6EPF,0.004849067972048639
4140A0RKFV8G,0.0031699469271722056
70E0A11FF97G,0.009384742506219765
ZA142S5Z,0.6190794554184621
3080A00GF97G,0.015633099374520912
S301PRC9,0.02338570103294333
ZJV04F3T,0.006382752716371361
ZL23XRT7,0.012219561470143497
ZTN0AGAB,0.006686860676654571
88P0A0C6F97G,0.029064209959409188
8160A234FVKG,0.004753545286141444
3070A15TF97G,0.009166385821306983
Z302SZJJ,0.9812270322367331
ZL2L8W7J,0.010958503669523924
ZL2CYJFS,0.010043820355055647
Z3059JY1,0.06545039657322696
ZLW0GJYH,0.0275799564894046
Z304J0CJ,0.1989540015812165
5090A0EVF97G,0.01179618597744028
ZA13ZBB0,0.9842080003433555
5PHR0JRD,0.005943288069586434
7471e369a3da0010,0.007982236414931588
ZHZ2Y5GV,0.05373496830235066
2BJM7YAD,0.0016981502448499565
ZA13EWNP,0.018259721721788753
ZA170V4P,0.03500001961619064
PL2331LAHBWHZJ,0.015384309989184042
20H0A0HZF97G,0.7813973169178586
ZCH0B99D,0.08908683245094727
PL1331LAHG7GRH,0.020897380329308983
ZA13R3K8,0.0261898587313724
8CGKV7AG,0.004092500607375043
8DJ0A7XH,0.009560413298087966
ZHZ4EZYN,0.03184554831411428
52S0A16EFVKG,0.021522338654558153
5120A0PUF97G,0.014007501058074814
S300Z4PC,0.021691769230344674
PL1331LAHBZ2ZH,0.010887396285018823
70X0A0AXF97G,0.011661590111776785
ZL23XFWW,0.009978610825179951
70E0A09VF97G,0.013577870379170302
ZJV01YRJ,0.011362517837209813
ZJV2ECW9,0.014866733072593378
ZL005C77,0.025451923048043713
2BJ9YGYD,0.002080841960873656
70E0A0JZF97G,0.01708386484997338
ZL00522S,0.010568910791998
70G0A022F97G,0.012806401117008884
ZA181463,0.02866330836741505
5PHL47AF,0.005484402837179578
PL1331LAHD0EGH,0.013849903791275075
ZA15FFZY,0.017891317862225302
ZL2L9DF4,0.005836210443244841
ZA10BRDH,0.032184668791432794
ZL0052ZD,0.01211143560130938
ZA14ES4F,0.03654180771225778
ZLW0V26N,0.008951377243280384
ZL23XZDB,0.012312634817464946
ZCH07T7Q,0.008521571765913918
70M0A03GF97G,0.019133412604411714
ZA15705R,0.9816100177068581
ZA1CEK5B,0.03764380788675379
ZLW18TGG,0.01180215478767775
ZJV0D8QH,0.6407662715499318
Z305DWAL,0.03975474945158244
AAHML6WH,0.02522769959540886
5090A0DLF97G,0.01310078430371224
ZHZ63E6S,0.03783212997301356
AAGVX4UH,0.011385939510316237
PL2331LAGPHGWJ,0.01870982859456059
X0GGWL9C,0.004624428632949144
40M0A05JF97G,0.019067852025337395
88R0A0A0F97G,0.029155638933067763
20H0A12EF97G,0.054574815801901086
2140E5D8E29B,0.013224738357024871
PL1331LAHD2B9H,0.013355383808004379
ZA12PTP2,0.020138301590330945
ZS8024J8,0.006653478611264398
71E0A02SFV8G,0.007901135892619733
8HK6RMGH,0.566118071379057
Z304HKJ6,0.047511824185393764
Z304HC0R,0.055269373910905216
ZL2BNRQX,0.0073402297407885245
8DG3K7BD,0.030277521073325618
ZHZ3Z8BB,0.030138641395533038
88P0A02WF97G,0.14472770657450423
2BHWS2LN,0.004654561661738329
88V0A01BF97G,0.0770121547018528
70K0A094F97G,0.0104679969171949
ZJV00ELF,0.014094512728461553
ZHZ3MAMY,0.03769087325567199
ZA16DX0P,0.03436424131803471
ZA153TF4,0.0640259291102617
5080A0WFF97G,0.01514196739613681
W300SYHV,0.14106259439777613
ZHZ50XKT,0.04154063654308691
ZA1261VR,0.9818598848477583
88Q0A00TF97G,0.020834929321169652
ZJV2FQJ3,0.037384996810736745
ZL2H277B,0.01111594884633969
5PJ2U2MD,0.005561099090531188
ZLW0GPFA,0.020312941047171705
8HK1XA8H,0.025744664144870318
2CJAGGHP,0.002445773068173346
ZA11KXA6,0.12153988404712852
ZJV0HJXF,0.008244230270041664
ZHZ4W292,0.0429049278984596
8DK5W7XY,0.012203711611002971
S300XQPH,0.022026127922003612
ZA171T6S,0.942251511272904
ZLW0WHJA,0.009693720808387183
Z304HSDQ,0.09877111577211002
PL2331LAHDX0DJ,0.014828734654437053
ZA14BR1Y,0.018727106746960955
7190A47WFVGG,0.007609785457388667
S300ZPE8,0.03150075240158653
X8G0A0BUF97G,0.07912647934383679
ZHZ3S1BM,0.9048577778090717
40P0A0P1F97G,0.00915552820231609
31K0A2CDFV8G,0.0036810589298651533
ZLW15T9S,0.013425102353678558
ZJV0TQW7,0.029524061786454375
X0GE6AZC,0.009494584629037264
X8H0A059F97G,0.016481597928282223
8180A08HFVKG,0.00585882058798757
Z305ENP6,0.07014894997010408
ZA12R2CJ,0.020288319751056345
ZJV2EAXL,0.008988902862822388
ZCH09R74,0.016042511836321882
ZA12RB7D,0.02589720497629535
ZJV1CGPM,0.008592700929597002
ZJV0C8WX,0.011870070985753305
Y5HXH0UC,0.005379143558032338
7QT0346G,0.012662260916929758
7QT00EWC,0.03948628357126062
10B0A0E8F97G,0.035144570953327216
ZCH0CSZR,0.017486259268128225
ZA174XEB,0.03179155609254232
Z30270W2,0.6506757067545912
ZJV03PP2,0.7816961527946853
ZL2L81E8,0.0074568767560043905
5080A0M5F97G,0.035659476094522746
Z305D4EW,0.05920196775492964
2AGH35XY,0.011715362087484308
5020A00CF97G,0.010332973724240795
2BJBDHPN,0.006140919892031404
ZA127N5Y,0.02418949861440482
ZA21C1RL,0.01631347009934598
8HKY66AH,0.6210603302284234
51U0A00HFVGG,0.01345818986692314
ZJV27P1E,0.008400663619071103
ZA16WPB1,0.017081005569154283
1080A08QF97G,0.01077810129028976
8HJZE7BH,0.7305451954543899
8DHZTH5H,0.004372205055677699
ZHZ62PVE,0.035673073444995165
ZHZ3RCEH,0.05519586714723912
70E0A189F97G,0.02748442168069156
ZCH05DWG,0.008151666939232624
ZCH06F9N,0.5303325103512211
70J0A04QF97G,0.012023307688157788
X0GE0LGC,0.01390432450546324
ZL0055RH,0.9143387083141896
ZLW0HC9Z,0.01173138060355412
ZA12RB6E,0.02567198668061437
ZJV00G49,0.011404233961104071
10B0A02VF97G,0.012508927596648909
ZLW17S0M,0.01054041609990942
5PJ2VSLD,0.004529804305851846
2BG77GVD,0.0037422350257226037
ZJV03EXA,0.9707168857691272
ZHZ36YHW,0.026374250867784093
52L0A00EF97G,0.010271287388439987
ZL2NFZZG,0.0036048069585277636
ZCH07AX7,0.011273812768776164
ZR6066E4,0.0034507645645457663
ZA10NF44,0.01729982780240954
S300Z6LJ,0.027057304419777616
ZL22ZX7C,0.011001086636000149
ZCH0EEWB,0.006712754098852493
ZLW0H326,0.01650301690388158
6120A058F97G,0.010206330693925847
2EJ09X9X,0.01775872144217738
S300XRNS,0.026663860946106697
ZHZ3QCDT,0.03222635026336289
PL1331LAGSHGAH,0.015684788399565334
ZA141BC1,0.6453230492000968
ZA12RAMY,0.02678950676186968
ZL2K95LM,0.010508831248407208
ZJV2FP2E,0.011609873739186443
70K0A069F97G,0.031212720186364375
ZA18BTFB,0.019543338205457353
41D0A0NVFV8G,0.14151239167003496
ZCH068QY,0.009977735248729209
PL2331LAGSTWYJ,0.014958916876270979
AAG61YUH,0.0073049730051752085
ZJV00RE9,0.007373474729422425
PL2331LAHDH7GJ,0.020041894105835567
2BHTSL5N,0.003453849706235077
Z305D4C7,0.04639117721849952
8CGDLR3H,0.011880093078231208
ZL23WSL5,0.9647163744735536
ZHZ65BKN,0.017872716914833893
ZL23000D,0.005771459329307461
ZJV2ECPS,0.02521921485532217
Z305D4C0,0.19220264051097552
3GK2DV1J,0.004637912980776897
ZL233EFQ,0.008705194943270008
71A0A36KFVGG,0.005890197262924545
ZA21A5DP,0.020308816826004102
AAG61L2H,0.9253682746066912
ZHZ50XHC,0.032875056644239495
ZJV2ML0Z,0.3928612424665869
ZJV2FP0B,0.03272157499818261
Z305KVG6,0.04580864720909389
PL1331LAHEPSPH,0.014644455366196288
AAG650AH,0.8172415234364714
AAHKX4MH,0.00839491887882759
ZL22ZS8G,0.010719321084688893
2AGMLV6Y,0.9066225765202158
5QH2J34F,0.011936715728610223
8HH77B8H,0.008080910581243887
3070A08EF97G,0.018134180134336878
ZCH07ZZC,0.6856651916392943
ZA189XC9,0.01965706916653121
7050A00DFV8G,0.003644670040900591
7QT02LJD,0.013528908360597076
ZCH086VA,0.02819594432164166
ZL2MD0V9,0.0034821927703205455
61A0A0MTF97G,0.007409856468813818
5PHPW23D,0.011626230351803834
ZA180YWB,0.05230293093566143
ZA21AJKQ,0.03452273044184461
ZA1491HD,0.03315126950219743
ZA132HW3,0.025734626502248607
PL2331LAHDKLGJ,0.012620034970614272
AAG2WWWH,0.012979586049471279
W300B5H1,0.021812184818621065
ZJV0WCRT,0.15298118352204754
PL2331LAHDWNVJ,0.017047039591703797
ZA120NZT,0.026570773546523624
ZJV02MZH,0.03253441126722477
Z30568KR,0.027417798082096406
ZTN0AK75,0.007174950000039431
ZA16CLT3,0.9764421630714015
ZA18930Q,0.821023377980595
AAHMR2ZH,0.01691919416134343
ZA189XQJ,0.020241733127012822
8DGU54TH,0.020155002971472914
ZA10ND9R,0.016782216941418605
7040A029FV8G,0.004417783434758546
ZCH06N7M,0.02690001180665776
PL1331LAHBS2KH,0.021532380825231845
ZLW18ER4,0.009889288823304023
PL1331LAHD1HTH,0.018555356486487064
ZHZ4X8D0,0.03407900768922639
Y0E0A06GF97G,0.019643805433990667
40M0A0N0F97G,0.005116969601972712
ZCH0CC40,0.048842453981697
ZA1818PN,0.01643677325013947
ZLW18PX9,0.012533616341735485
Z305GXMR,0.04421335723455026
ZHZ4PKXL,0.1540112748243096
Z810A00BF97G,0.03418291232039946
PL1331LAHETKAH,0.012262871325364525
2AGNAKBY,0.010641113504285368
5PHAW73E,0.0056421955408438185
2BJ37LJN,0.005385316087102103
ZL233EFT,0.006025274113130749
ZDEABAPJ,0.26854147522816685
ZJV0RAPF,0.010189626734488932
2AGPD8ZY,0.007399012756891058
70E0A14NF97G,0.011593109719369374
ZCH07T8B,0.014918122025806318
ZCH0DN87,0.00834629968453736
ZJV059PN,0.008608763468200945
6210A0Q2FVKG,0.0036244400828278267
PL2331LAHDL99J,0.02724666669209435
2CKJ35WJ,0.004103740851137514
ZCH0BML8,0.8530766855025522
214002A0058E,0.018612399715307506
ZCH0BNS9,0.027973731637020476
ZJV2E9JZ,0.007958508572189934
ZLW0GKMK,0.02279185141928281
3GGMJ1EK,0.006201478444336925
PL2331LAGRX2XJ,0.015904199758462016
88P0A0AJF97G,0.05721192407257654
8190A1LPFV8G,0.0037653552127168794
ZCH07W95,0.015145348922428008
ZCH0FQQ6,0.12216367129159841
ZCH0BW31,0.015317985186830233
71A0A3TSFVGG,0.00975644252188777
5PHKUG7D,0.006062271189101328
5090A0TLF97G,0.01914010069785822
ZL23XSDP,0.02831154288131497
61A0A13SF97G,0.011684931174120975
ZHZ62AV0,0.020463051769593156
ZA1438P9,0.01359270090832998
ZL2MD3QY,0.0036519082929570104
ZHZ39PK6,0.035034220791868166
8HKTPZ7H,0.004806072767836989
ZL005DK3,0.015397498347949078
ZJV02Q1R,0.017079572767089664
70E0A0MWF97G,0.011876159989115932
ZL23X2AJ,0.010554999525883992
ZL2CDMFC,0.011243735142855055
ZLW1JRR4,0.013357422475594554
Z305DHS0,0.032783872890411764
ZA143CWN,0.023002917418138133
8DHDX10H,0.004739335545343159
ZLW0T9WC,0.011856416304117287
Z304HS9L,0.07175677934075117
ZJV4HH65,0.007773938871125839
8CKT2V9L,0.00473345381189441
2BJB91ZD,0.0015909449740076896
S2ZYJ9CF715331,0.4615225775827362
Z305K207,0.021561209174263147
ZJV0WCXQ,0.022599250627369432
ZCH07MN6,0.014928804432564904
ZJV0MXG6,0.0096131743164683
ZLW26ZXA,0.009842274374752203
ZL233E71,0.008826067074442523
Z4D02S8L,0.013816467733261967
S301GPYD,0.9749711541842847
ZHZ47Y1A,0.8189950741350225
ZCH0667E,0.008596297831538383
ZJV2EHD2,0.0044928972649691
Z4D0BANQ,0.026053720288173394
ZL005C3G,0.009028906128612913
ZL2NFXLD,0.003496189653515715
2AGMHWMY,0.011034644740618636
ZA18104X,0.01859019105451021
10A0A0A9F97G,0.0220704604139368
PL2331LAHDWB6J,0.013235599908765622
ZL2L8HCK,0.009520886992765891
PL2331LAHDWM8J,0.011126428480686023
51S0A2XFFVGG,0.007616682926912986
S300Z0Y6,0.02296670091613884
ZJV4EXPB,0.018399392587670576
ZCH082ZV,0.00937448444822555
ZL23090C,0.012109551988169112
PL1331LAGRZEKH,0.017505493444309246
8HGKSPLH,0.015751906803164482
ZCH07B5H,0.042863843117449466
ZHZ62YVZ,0.015157799933855087
ZJV5E94V,0.00642748700734413
8160A24LFVKG,0.005731657066957769
ZA217M2B,0.012296680664359235
ZA13G9K8,0.9731752626210447
ZHZ3S207,0.037416703922176026
ZHZ62FSX,0.02978004900873494
S300XPLV,0.026467899125136023
7060A00MFV8G,0.004350033732255697
ZL005375,0.025935322035740515
ZA13Y1Y0,0.9746668826208861
PL1331LAHD3KSH,0.025176426782292836
ZCH07917,0.04891014831844872
ZL00555K,0.023340072514789693
7040A03RF97G,0.020357891107644115
PL1331LAHD5D5H,0.025433196614862298
S2ZYJ9GGB01749,0.3359866512011973
Z305D51X,0.21114135413581225
PL2331LAHDWLDJ,0.02706170476080637
ZCH09L2B,0.01045772848148966
ZCH077J5,0.0456233008817971
ZHZ50X63,0.01862332839588037
S300Z7KY,0.4368746741076809
ZHZ62YT9,0.023522452628120555
40P0A0MBF97G,0.014306329275846666
ZA11VX00,0.03296517642649043
ZL2MFAQ3,0.005183862930908792
ZA1349GR,0.019686166533222818
8CK597NL,0.00816341616306993
2BJ0YK4N,0.0037354924802295063
ZA174ZNY,0.01702761327193464
ZL2CRVSE,0.009260973461298958
ZL233EH9,0.007390390954282617
PL2331LAHDD92J,0.017155457287310515
VKH9T5WX,0.0158883475171912
ZJV0WGSL,0.00963639670775125
PL1331LAGNRMJH,0.018830737737351798
ZA13R39G,0.9535444424815595
Z304NT6A,0.9592819820745827
ZL004QR2,0.011101013242914718
5PHN2MZD,0.005100862304063247
8CKSHHSL,0.004412287014858293
ZL2LTQQQ,0.0061194068512843165
ZTN0ALYS,0.010583051457122846
ZTM08KJW,0.00836349930756963
ZLW18THS,0.008720986034436981
ZL23XFXW,0.010262847681661528
ZJV04QRJ,0.01168305171691688
3RJ3WY6A,0.003577594411184629
Z302T6TC,0.18705318254038716
ZLW18TFD,0.010480754738590777
20J0A047F97G,0.007109995348087317
ZLW0H2X4,0.020996256148203545
41C0A01YFV8G,0.005073663743766844
ZA171RQ2,0.05651058613223825
Z304J0HM,0.029055045324945135
QGK9HLBT,0.2943714296779394
ZCH06TFZ,0.008386220055479277
8HK9A9UH,0.011273755288038728
PL2331LAGSU3JJ,0.01852807328907729
ZA18CEGK,0.02822946589453935
Z9R0A027F97G,0.024884128983004072
Z305H1FG,0.9425628415917556
S301122Z,0.024612332172092695
ZA109CL1,0.020827956163591066
7190A5LZFVGG,0.005793355433555834
ZL005CF0,0.009041969888779162
ZLW0WH82,0.008303843741276974
ZA16DSXD,0.0182659225555651
ZJV02G18,0.019628495469951972
Z304JCWL,0.056164565598308645
40X0A0WNF97G,0.01184166079941935
ZL0007L3,0.02588162493395576
70F0A06FF97G,0.010453086076325332
PL2331LAHBUJBJ,0.011777826538497859
ZCH0569G,0.008926394832354249
3070A023F97G,0.016639954636559103
PL2331LAHDEM7J,0.013876391871149285
2AGHER3Y,0.005177981406253527
2AGEB5NY,0.012561295051959945
5PJAR80D,0.005081868856874939
Z305KBLW,0.03265155414442206
ZJV2DZ40,0.042977717289860426
ZLW0GPZB,0.016011394288015412
Z302SXK7,0.07547032946659503
10L0A05GFV8G,0.007380172767745506
70B0A01HF97G,0.008886003226242277
Z304L9V6,0.023186323413754914
5PJAG97F,0.0059119149012087525
ZJV00FNG,0.02930288784282146
PL1331LAGSKB9H,0.020282452082513378
ZJV1CSH2,0.009339824071894088
2BJ34NAN,0.004052288726682901
X0GEJ5TC,0.005051057873299126
ZHZ3MNCW,0.0327275129357771
ZA12QFDH,0.019317099795807847
ZCH08AVP,0.012058189796076042
ZJV0XJRA,0.02140144227865471
78B0A02XF97G,0.03143898045704972
ZHZ50GED,0.04797899833939137
PL1331LAHE0RYH,0.01552170796827711
88P0A07NF97G,0.18474567171724393
ZL2M6GEM,0.01995325272206145
ZA124430,0.027537910426299606
8DHVBWDH,0.004690441238727203
PL2331LAHDG1AJ,0.013293965044221085
ZA10MCNP,0.03513071170703895
S301LAPE,0.9827551040257783
PL1331LAHEJM9H,0.015676431251095427
VKGJZEYX,0.013122266018633224
ZLW18EAP,0.008998812250518967
3070A0SEF97G,0.010498201202032589
ZA10JTPF,0.017679489282678883
ZCH080S8,0.012062824905972224
2CHXG3XJ,0.001974573408932635
ZA123PS6,0.023649479940983396
ZLW18TSC,0.013387044968192898
10H0A07NF97G,0.015821228908571024
ZHZ62X33,0.030291608601218944
ZCH06MVG,0.009498355236459977
AAG1LW0H,0.5463295088667207
2BJ3YX6R,0.006527986254553181
Z3053B1Q,0.05427592950960135
Z305D5BY,0.04164300009241046
Z4D07FAY,0.012513453107876877
ZL004QSG,0.046816217987926054
ZHZ4VSH1,0.5480178043857119
ZA17ZN7M,0.027647264055569314
2BH4VBJN,0.0035862005556060506
ZL005BF4,0.016915911591097253
8HK4MRBH,0.014027248531292846
ZHZ4WE2S,0.034834472907164425
ZHZ62E68,0.05036183076299002
X0GEK8DC,0.005381253813405766
ZL2L8L3L,0.005626336098330761
5080A0LUF97G,0.024265657869337466
5PHKA1PD,0.00547140767979
51R0A2J1FVGG,0.01045588707604898
Z302SX2Z,0.06487284295753941
ZA18BLSG,0.8286355521100409
21A0A01YFV8G,0.003416138093477238
ZTM08K07,0.0118967972092256
10B0A0MDF97G,0.00672475775860276
7040A051F97G,0.012792599527379642
X0GEE4JC,0.007184190937457163
ZHZ3NSQW,0.04502125429733353
ZL2LMGB9,0.00492483696846137
51S0A6FDFVGG,0.004025925582461972
5PHL225D,0.014686613454038724
78C0A074F97G,0.10134185715355107
