index,label
1204,15
1205,37
1206,1
1207,27
1208,41
1209,43
1210,1
1211,27
1212,34
1213,26
1214,10
1215,2
1216,35
1217,6
1218,6
1219,20
1220,30
1221,25
1222,38
1223,9
1224,37
1225,24
1226,0
1227,39
1228,18
1229,12
1230,5
1231,33
1232,7
1233,17
1234,36
1235,14
1236,11
1237,39
1238,5
1239,38
1240,19
1241,0
1242,47
1243,27
1244,6
1245,40
1246,34
1247,18
1248,2
1249,4
1250,6
1251,15
1252,18
1253,17
1254,39
1255,40
1256,48
1257,24
1258,24
1259,39
1260,12
1261,10
1262,27
1263,20
1264,17
1265,27
1266,34
1267,8
1268,47
1269,8
1270,2
1271,48
1272,11
1273,11
1274,21
1275,11
1276,39
1277,20
1278,0
1279,2
1280,35
1281,46
1282,41
1283,39
1284,21
1285,28
1286,46
1287,13
1288,43
1289,2
1290,46
1291,15
1292,14
1293,34
1294,40
1295,18
1296,14
1297,21
1298,26
1299,33
1300,18
1301,48
1302,17
1303,12
1304,1
1305,10
1306,7
1307,15
1308,38
1309,16
1310,5
1311,20
1312,37
1313,4
1314,48
1315,6
1316,6
1317,20
1318,7
1319,28
1320,17
1321,30
1322,35
1323,8
1324,5
1325,40
1326,8
1327,46
1328,46
1329,18
1330,18
1331,7
1332,40
1333,33
1334,40
1335,37
1336,6
1337,20
1338,7
1339,30
1340,30
1341,12
1342,47
1343,5
1344,30
1345,23
1346,15
1347,1
1348,38
1349,34
1350,47
1351,34
1352,6
1353,27
1354,41
1355,31
1356,1
1357,40
1358,0
1359,34
1360,1
1361,15
1362,9
1363,20
1364,47
1365,42
1366,36
1367,9
1368,5
1369,38
1370,12
1371,46
1372,6
1373,11
1374,22
1375,5
1376,18
1377,0
1378,8
1379,2
1380,13
1381,47
1382,11
1383,40
1384,39
1385,40
1386,30
1387,5
1388,23
1389,30
1390,8
1391,34
1392,47
1393,30
1394,1
1395,28
1396,22
1397,4
1398,31
1399,18
1400,5
1401,18
1402,2
1403,12
1404,47
1405,33
1406,24
1407,30
1408,27
1409,10
1410,19
1411,10
1412,11
1413,9
1414,14
1415,40
1416,37
1417,4
1418,25
1419,23
1420,46
1421,27
1422,40
1423,37
1424,20
1425,0
1426,2
1427,7
1428,38
1429,34
1430,41
1431,17
1432,23
1433,21
1434,42
1435,47
1436,27
1437,2
1438,27
1439,1
1440,6
1441,17
1442,27
1443,46
1444,42
1445,40
1446,22
1447,6
1448,0
1449,34
1450,18
1451,47
1452,10
1453,32
1454,5
1455,24
1456,39
1457,38
1458,12
1459,37
1460,39
1461,46
1462,35
1463,19
1464,40
1465,2
1466,2
1467,36
1468,27
1469,19
1470,10
1471,1
1472,22
1473,2
1474,25
1475,6
1476,6
1477,30
1478,21
1479,21
1480,18
1481,25
1482,41
1483,38
1484,34
1485,20
1486,1
1487,34
1488,33
1489,30
1490,6
1491,8
1492,17
1493,6
1494,15
1495,25
1496,21
1497,46
1498,27
1499,25
1500,26
1501,47
1502,15
1503,24
1504,18
1505,8
1506,29
1507,14
1508,18
1509,46
1510,40
1511,39
1512,24
1513,30
1514,41
1515,10
1516,2
1517,20
1518,20
1519,41
1520,11
1521,5
1522,0
1523,46
1524,28
1525,11
1526,34
1527,47
1528,10
1529,10
1530,34
1531,4
1532,1
1533,31
1534,33
1535,20
1536,10
1537,13
1538,11
1539,40
1540,18
1541,33
1542,21
1543,17
1544,26
1545,14
1546,11
1547,21
1548,13
1549,10
1550,30
1551,14
1552,46
1553,23
1554,47
1555,34
1556,15
1557,27
1558,6
1559,1
1560,40
1561,0
1562,20
1563,18
1564,24
1565,37
1566,46
1567,17
1568,23
1569,2
1570,6
1571,34
1572,26
1573,34
1574,6
1575,38
1576,47
1577,6
1578,47
1579,40
1580,30
1581,35
1582,14
1583,5
1584,11
1585,31
1586,28
1587,25
1588,34
1589,20
1590,27
1591,19
1592,30
1593,7
1594,4
1595,17
1596,6
1597,26
1598,25
1599,20
1600,26
1601,28
1602,13
1603,40
1604,30
1605,4
1606,37
1607,11
1608,1
1609,17
1610,20
1611,43
1612,8
1613,6
1614,46
1615,18
1616,6
1617,17
1618,18
1619,27
1620,21
1621,25
1622,12
1623,32
1624,18
1625,30
1626,0
1627,30
1628,16
1629,25
1630,10
1631,38
1632,18
1633,30
1634,2
1635,7
1636,14
1637,17
1638,11
1639,10
1640,8
1641,0
1642,25
1643,25
1644,5
1645,10
1646,6
1647,17
1648,35
1649,20
1650,37
1651,6
1652,11
1653,24
1654,17
1655,2
1656,4
1657,6
1658,40
1659,30
1660,47
1661,34
1662,19
1663,37
1664,7
1665,20
1666,24
1667,8
1668,39
1669,25
1670,0
1671,4
1672,7
1673,20
1674,21
1675,35
1676,46
1677,7
1678,15
1679,23
1680,41
1681,19
1682,2
1683,19
1684,2
1685,16
1686,48
1687,20
1688,40
1689,48
1690,0
1691,41
1692,7
1693,39
1694,8
1695,33
1696,6
1697,31
1698,5
1699,33
1700,34
1701,0
1702,9
1703,9
1704,28
1705,22
1706,21
1707,39
1708,41
1709,14
1710,7
1711,2
1712,24
1713,16
1714,1
1715,4
1716,47
1717,46
1718,30
1719,10
1720,18
1721,33
1722,14
1723,8
1724,48
1725,32
1726,37
1727,41
1728,28
1729,39
1730,17
1731,5
1732,38
1733,37
1734,1
1735,19
1736,9
1737,47
1738,6
1739,40
1740,39
1741,23
1742,22
1743,28
1744,10
1745,7
1746,21
1747,22
1748,10
1749,45
1750,38
1751,17
1752,31
1753,0
1754,21
1755,16
1756,12
1757,10
1758,18
1759,12
1760,26
1761,19
1762,42
1763,19
1764,41
1765,47
1766,4
1767,34
1768,4
1769,46
1770,16
1771,12
1772,0
1773,0
1774,5
1775,19
1776,10
1777,1
1778,25
1779,30
1780,23
1781,0
1782,46
1783,0
1784,5
1785,24
1786,39
1787,9
1788,30
1789,6
1790,40
1791,47
1792,8
1793,28
1794,25
1795,18
1796,39
1797,47
1798,27
1799,17
1800,46
1801,8
1802,35
1803,40
1804,5
1805,7
1806,40
1807,19
1808,13
1809,5
1810,5
1811,39
1812,32
1813,25
1814,27
1815,9
1816,18
1817,8
1818,19
1819,9
1820,10
1821,7
1822,15
1823,34
1824,41
1825,0
1826,19
1827,19
1828,5
1829,28
1830,2
1831,19
1832,24
1833,43
1834,25
1835,18
1836,47
1837,28
1838,7
1839,6
1840,46
1841,38
1842,18
1843,1
1844,10
1845,21
1846,1
1847,9
1848,30
1849,5
1850,8
1851,35
1852,0
1853,9
1854,38
1855,39
1856,0
1857,38
1858,47
1859,5
1860,47
1861,5
1862,34
1863,28
1864,27
1865,20
1866,30
1867,33
1868,19
1869,10
1870,0
1871,25
1872,28
1873,16
1874,46
1875,41
1876,22
1877,6
1878,5
1879,13
1880,40
1881,30
1882,5
1883,34
1884,18
1885,5
1886,0
1887,25
1888,7
1889,35
1890,14
1891,25
1892,39
1893,37
1894,7
1895,0
1896,6
1897,28
1898,23
1899,6
1900,30
1901,23
1902,17
1903,24
1904,22
1905,27
1906,47
1907,24
1908,6
1909,4
1910,26
1911,24
1912,6
1913,20
1914,2
1915,21
1916,15
1917,17
1918,0
1919,2
1920,11
1921,16
1922,5
1923,34
1924,14
1925,5
1926,33
1927,47
1928,9
1929,1
1930,41
1931,0
1932,11
1933,9
1934,26
1935,11
1936,21
1937,39
1938,13
1939,21
1940,31
1941,6
1942,1
1943,6
1944,16
1945,11
1946,37
1947,16
1948,41
1949,24
1950,10
1951,22
1952,38
1953,5
1954,12
1955,24
1956,10
1957,26
1958,6
1959,39
1960,27
1961,37
1962,0
1963,41
1964,11
1965,9
1966,2
1967,17
1968,22
1969,43
1970,9
1971,1
1972,11
1973,41
1974,41
1975,29
1976,11
1977,1
1978,5
1979,4
1980,24
1981,20
1982,28
1983,41
1984,23
1985,40
1986,16
1987,2
1988,27
1989,31
1990,2
1991,15
1992,2
1993,9
1994,10
1995,16
1996,2
1997,2
1998,18
1999,0
2000,40
2001,42
2002,27
2003,47
2004,39
2005,35
2006,5
2007,27
2008,28
2009,12
2010,6
2011,19
2012,1
2013,13
2014,10
2015,4
2016,24
2017,17
2018,5
2019,6
2020,40
2021,20
2022,7
2023,22
2024,11
2025,33
2026,34
2027,41
2028,34
2029,30
2030,10
2031,38
2032,22
2033,41
2034,19
2035,12
2036,1
2037,9
2038,7
2039,33
2040,28
2041,20
2042,0
2043,9
2044,6
2045,35
2046,2
2047,27
2048,5
2049,37
2050,27
2051,21
2052,35
2053,12
2054,20
2055,28
2056,30
2057,48
2058,27
2059,24
2060,1
2061,32
2062,27
2063,30
2064,40
2065,48
2066,24
2067,48
2068,25
2069,39
2070,18
2071,21
2072,30
2073,37
2074,15
2075,0
2076,0
2077,15
2078,35
2079,37
2080,12
2081,7
2082,6
2083,5
2084,33
2085,20
2086,30
2087,47
2088,48
2089,30
2090,35
2091,13
2092,10
2093,2
2094,38
2095,40
2096,12
2097,15
2098,38
2099,0
2100,14
2101,47
2102,15
2103,0
2104,2
2105,38
2106,5
2107,0
2108,30
2109,47
2110,36
2111,9
2112,10
2113,29
2114,48
2115,12
2116,18
2117,9
2118,20
2119,5
2120,30
2121,29
2122,12
2123,46
2124,7
2125,15
2126,18
2127,1
2128,6
2129,21
2130,17
2131,20
2132,20
2133,29
2134,39
2135,15
2136,41
2137,35
2138,24
2139,37
2140,7
2141,28
2142,21
2143,12
2144,10
2145,28
2146,7
2147,14
2148,37
2149,35
2150,17
2151,18
2152,22
2153,18
2154,17
2155,47
2156,33
2157,27
2158,4
2159,10
2160,20
2161,20
2162,38
2163,15
2164,0
2165,2
2166,8
2167,29
2168,10
2169,12
2170,17
2171,40
2172,33
2173,23
2174,12
2175,39
2176,20
2177,28
2178,21
2179,47
2180,5
2181,12
2182,36
2183,8
2184,1
2185,12
2186,33
2187,46
2188,6
2189,34
2190,11
2191,25
2192,37
2193,7
2194,27
2195,37
2196,20
2197,39
2198,33
2199,14
2200,32
2201,34
2202,4
2203,23
2204,30
2205,30
2206,9
2207,1
2208,27
2209,28
2210,5
2211,27
2212,47
2213,31
2214,5
2215,40
2216,1
2217,28
2218,23
2219,20
2220,2
2221,38
2222,5
2223,27
2224,38
2225,12
2226,1
2227,28
2228,38
2229,33
2230,7
2231,35
2232,4
2233,1
2234,26
2235,47
2236,27
2237,25
2238,15
2239,6
2240,11
2241,11
2242,18
2243,4
2244,47
2245,18
2246,34
2247,15
2248,37
2249,28
2250,2
2251,16
2252,40
2253,17
2254,38
2255,18
2256,38
2257,27
2258,2
2259,37
2260,35
2261,19
2262,19
2263,15
2264,48
2265,28
2266,21
2267,10
2268,25
2269,30
2270,12
2271,20
2272,48
2273,6
2274,24
2275,11
2276,41
2277,22
2278,15
2279,34
2280,0
2281,5
2282,30
2283,34
2284,20
2285,38
2286,30
2287,34
2288,41
2289,4
2290,30
2291,46
2292,47
2293,29
2294,22
2295,28
2296,16
2297,37
2298,30
2299,36
2300,38
2301,9
2302,2
2303,18
2304,10
2305,9
2306,34
2307,0
2308,20
2309,14
2310,33
2311,2
2312,9
2313,46
2314,10
2315,48
2316,12
2317,2
2318,5
2319,37
2320,5
2321,41
2322,13
2323,28
2324,12
2325,18
2326,39
2327,11
2328,27
2329,27
2330,28
2331,25
2332,16
2333,40
2334,35
2335,28
2336,10
2337,1
2338,6
2339,11
2340,7
2341,2
2342,2
2343,21
2344,22
2345,9
2346,7
2347,0
2348,22
2349,35
2350,12
2351,5
2352,16
2353,38
2354,30
2355,41
2356,48
2357,40
2358,34
2359,37
2360,43
2361,28
2362,38
2363,10
2364,33
2365,40
2366,24
2367,20
2368,19
2369,15
2370,2
2371,46
2372,27
2373,5
2374,17
2375,39
2376,5
2377,1
2378,32
2379,2
2380,41
2381,33
2382,5
2383,15
2384,41
2385,4
2386,17
2387,15
2388,21
2389,18
2390,29
2391,38
2392,12
2393,2
2394,18
2395,17
2396,11
2397,18
2398,30
2399,22
2400,24
2401,10
2402,30
2403,37
2404,41
2405,24
2406,2
2407,46
2408,21
2409,17
2410,7
2411,12
2412,0
2413,39
2414,47
2415,11
2416,17
2417,41
2418,46
2419,27
2420,18
2421,12
2422,26
2423,4
2424,21
2425,29
2426,47
2427,30
2428,6
2429,34
2430,12
2431,19
2432,6
2433,26
2434,2
2435,1
2436,23
2437,4
2438,6
2439,34
2440,11
2441,26
2442,35
2443,34
2444,13
2445,21
2446,21
2447,0
2448,30
2449,21
2450,0
2451,28
2452,7
2453,6
2454,2
2455,38
2456,1
2457,17
2458,30
2459,1
2460,0
2461,0
2462,4
2463,19
2464,0
2465,24
2466,21
2467,20
2468,46
2469,14
2470,35
2471,19
2472,34
2473,48
2474,38
2475,30
2476,19
2477,22
2478,46
2479,0
2480,17
2481,41
2482,7
2483,4
2484,28
2485,20
2486,30
2487,46
2488,16
2489,5
2490,1
2491,47
2492,7
2493,21
2494,21
2495,47
2496,6
2497,1
2498,28
2499,48
2500,46
2501,37
2502,39
2503,47
2504,11
2505,19
2506,10
2507,24
2508,39
2509,27
2510,12
2511,33
2512,8
2513,14
2514,37
2515,16
2516,47
2517,38
2518,31
2519,37
2520,29
2521,18
2522,38
2523,47
2524,8
2525,33
2526,46
2527,14
2528,34
2529,40
2530,47
2531,2
2532,42
2533,0
2534,31
2535,24
2536,12
2537,38
2538,29
2539,37
2540,1
2541,37
2542,25
2543,15
2544,33
2545,30
2546,35
2547,17
2548,9
2549,22
2550,0
2551,17
2552,21
2553,8
2554,42
2555,27
2556,18
2557,23
2558,24
2559,30
2560,17
2561,30
2562,38
2563,38
2564,27
2565,0
2566,39
2567,35
2568,6
2569,5
2570,38
2571,22
2572,21
2573,25
2574,46
2575,30
2576,14
2577,37
2578,28
2579,12
2580,21
2581,21
2582,39
2583,43
2584,5
2585,38
2586,5
2587,13
2588,14
2589,21
2590,15
2591,9
2592,17
2593,38
2594,48
2595,15
2596,41
2597,13
2598,39
2599,9
2600,39
2601,19
2602,17
2603,13
2604,38
2605,33
2606,40
2607,40
2608,11
2609,34
2610,30
2611,4
2612,33
2613,11
2614,9
2615,39
2616,35
2617,1
2618,18
2619,2
2620,33
2621,41
2622,9
2623,28
2624,27
2625,6
2626,39
2627,13
2628,21
2629,7
2630,41
2631,20
2632,15
2633,26
2634,9
2635,16
2636,11
2637,17
2638,31
2639,19
2640,18
2641,1
2642,6
2643,12
2644,6
2645,28
2646,35
2647,34
2648,24
2649,40
2650,46
2651,2
2652,24
2653,48
2654,25
2655,38
2656,2
2657,12
2658,15
2659,17
2660,5
2661,6
2662,18
2663,26
2664,34
2665,18
2666,28
2667,2
2668,1
2669,34
2670,38
2671,2
2672,40
2673,18
2674,22
2675,5
2676,34
2677,26
2678,40
2679,0
2680,27
2681,7
2682,38
2683,8
2684,18
2685,31
2686,12
2687,1
2688,11
2689,6
2690,24
2691,0
2692,35
2693,2
2694,6
2695,47
2696,17
2697,8
2698,34
2699,1
2700,8
2701,38
2702,17
2703,41
2704,19
2705,5
2706,16
2707,41
2708,21
2709,17
2710,33
2711,34
2712,5
2713,7
2714,2
2715,15
2716,46
2717,27
2718,14
2719,37
2720,7
2721,11
2722,37
2723,2
2724,17
2725,2
2726,6
2727,30
2728,0
2729,9
2730,48
2731,42
2732,13
2733,16
2734,11
2735,11
2736,7
2737,26
2738,40
2739,10
2740,41
2741,0
2742,35
2743,27
2744,13
2745,10
2746,16
2747,18
2748,7
2749,29
2750,17
2751,3
2752,20
2753,31
2754,1
2755,19
2756,37
2757,19
2758,10
2759,37
2760,2
2761,9
2762,20
2763,1
2764,6
2765,5
2766,33
2767,40
2768,30
2769,37
2770,47
2771,39
2772,34
2773,4
2774,23
2775,40
2776,33
2777,25
2778,6
2779,33
2780,34
2781,11
2782,24
2783,37
2784,34
2785,2
2786,15
2787,34
2788,21
2789,35
2790,23
2791,17
2792,4
2793,2
2794,5
2795,20
2796,16
2797,23
2798,47
2799,10
2800,31
2801,20
2802,7
2803,48
2804,40
2805,34
2806,7
2807,26
2808,30
2809,48
2810,23
2811,38
2812,17
2813,41
2814,46
2815,21
2816,7
2817,12
2818,7
2819,31
2820,2
2821,22
2822,36
2823,36
2824,18
2825,19
2826,28
2827,10
2828,13
2829,39
2830,26
2831,41
2832,6
2833,40
2834,8
2835,7
2836,24
2837,12
2838,18
2839,22
2840,28
2841,30
2842,9
2843,19
2844,32
2845,38
2846,19
2847,12
2848,11
2849,17
2850,1
2851,47
2852,20
2853,39
2854,35
2855,30
2856,38
2857,19
2858,16
2859,34
2860,25
2861,48
2862,5
2863,25
2864,30
2865,41
2866,17
2867,34
2868,29
2869,19
2870,27
2871,43
2872,24
2873,24
2874,8
2875,18
2876,30
2877,2
2878,38
2879,14
2880,34
2881,42
2882,7
2883,32
2884,6
2885,9
2886,19
2887,1
2888,5
2889,46
2890,34
2891,6
2892,24
2893,28
2894,37
2895,4
2896,15
2897,35
2898,15
2899,18
2900,47
2901,6
2902,19
2903,40
2904,17
2905,20
2906,10
2907,25
2908,9
2909,42
2910,0
2911,19
2912,30
2913,2
2914,23
2915,42
2916,46
2917,0
2918,27
2919,5
2920,17
2921,18
2922,19
2923,34
2924,27
2925,27
2926,39
2927,34
2928,19
2929,30
2930,19
2931,35
2932,33
2933,16
2934,17
2935,17
2936,38
2937,25
2938,24
2939,20
2940,4
2941,12
2942,4
2943,13
2944,1
2945,46
2946,21
2947,48
2948,1
2949,15
2950,24
2951,28
2952,33
2953,4
2954,37
2955,15
2956,20
2957,34
2958,1
2959,33
2960,34
2961,1
2962,10
2963,39
2964,36
2965,22
2966,21
2967,7
2968,30
2969,5
2970,14
2971,47
2972,4
2973,37
2974,27
2975,47
2976,13
2977,7
2978,30
2979,24
2980,25
2981,40
2982,10
2983,38
2984,10
2985,4
2986,22
2987,34
2988,5
2989,34
2990,47
2991,6
2992,37
2993,39
2994,0
2995,6
2996,17
2997,4
