serial_number,failure
Z3059JY1,0
ZLW0GJYH,0
Z304J0CJ,1
5090A0EVF97G,0
ZA13ZBB0,1
5PHR0JRD,0
7471e369a3da0010,0
ZHZ2Y5GV,0
2BJM7YAD,0
ZA13EWNP,0
ZA170V4P,0
PL2331LAHBWHZJ,0
20H0A0HZF97G,1
ZCH0B99D,0
PL1331LAHG7GRH,0
ZA13R3K8,0
8CGKV7AG,0
8DJ0A7XH,0
ZHZ4EZYN,0
52S0A16EFVKG,0
5120A0PUF97G,0
S300Z4PC,0
PL1331LAHBZ2ZH,0
70X0A0AXF97G,0
ZL23XFWW,0
70E0A09VF97G,0
ZJV01YRJ,0
ZJV2ECW9,0
ZL005C77,0
2BJ9YGYD,0
70E0A0JZF97G,0
ZL00522S,0
70G0A022F97G,0
ZA181463,0
5PHL47AF,0
PL1331LAHD0EGH,0
ZA15FFZY,0
ZL2L9DF4,0
ZA10BRDH,0
ZL0052ZD,0
ZA14ES4F,0
ZLW0V26N,1
ZL23XZDB,0
ZCH07T7Q,0
70M0A03GF97G,0
ZA15705R,1
ZA1CEK5B,0
ZLW18TGG,0
ZJV0D8QH,1
Z305DWAL,0
AAHML6WH,0
5090A0DLF97G,0
ZHZ63E6S,1
AAGVX4UH,0
PL2331LAGPHGWJ,0
X0GGWL9C,0
40M0A05JF97G,0
88R0A0A0F97G,0
20H0A12EF97G,0
2140E5D8E29B,0
PL1331LAHD2B9H,0
ZA12PTP2,0
ZS8024J8,0
71E0A02SFV8G,0
8HK6RMGH,1
Z304HKJ6,0
Z304HC0R,0
ZL2BNRQX,0
8DG3K7BD,0
ZHZ3Z8BB,0
88P0A02WF97G,0
2BHWS2LN,0
88V0A01BF97G,0
70K0A094F97G,0
ZJV00ELF,0
ZHZ3MAMY,0
ZA16DX0P,0
ZA153TF4,0
5080A0WFF97G,0
W300SYHV,1
ZHZ50XKT,0
ZA1261VR,1
88Q0A00TF97G,1
ZJV2FQJ3,0
ZL2H277B,0
5PJ2U2MD,0
ZLW0GPFA,0
8HK1XA8H,0
2CJAGGHP,0
ZA11KXA6,0
ZJV0HJXF,0
ZHZ4W292,0
8DK5W7XY,0
S300XQPH,0
ZA171T6S,1
ZLW0WHJA,0
Z304HSDQ,1
PL2331LAHDX0DJ,0
ZA14BR1Y,0
7190A47WFVGG,0
S300ZPE8,0
X8G0A0BUF97G,1
ZHZ3S1BM,1
40P0A0P1F97G,0
31K0A2CDFV8G,0
ZLW15T9S,0
ZJV0TQW7,0
X0GE6AZC,0
X8H0A059F97G,0
8180A08HFVKG,0
Z305ENP6,0
ZA12R2CJ,0
ZJV2EAXL,0
ZCH09R74,0
ZA12RB7D,0
ZJV1CGPM,0
ZJV0C8WX,0
Y5HXH0UC,0
7QT0346G,0
7QT00EWC,0
10B0A0E8F97G,1
ZCH0CSZR,0
ZA174XEB,0
Z30270W2,1
ZJV03PP2,1
ZL2L81E8,0
5080A0M5F97G,0
Z305D4EW,0
2AGH35XY,0
5020A00CF97G,0
2BJBDHPN,0
ZA127N5Y,1
ZA21C1RL,0
8HKY66AH,1
51U0A00HFVGG,0
ZJV27P1E,0
ZA16WPB1,0
1080A08QF97G,0
8HJZE7BH,1
8DHZTH5H,0
ZHZ62PVE,0
ZHZ3RCEH,1
70E0A189F97G,0
ZCH05DWG,0
ZCH06F9N,1
70J0A04QF97G,1
X0GE0LGC,1
ZL0055RH,1
ZLW0HC9Z,0
ZA12RB6E,0
ZJV00G49,0
10B0A02VF97G,0
ZLW17S0M,0
5PJ2VSLD,0
2BG77GVD,0
ZJV03EXA,1
ZHZ36YHW,0
52L0A00EF97G,0
ZL2NFZZG,0
ZCH07AX7,0
ZR6066E4,0
ZA10NF44,0
S300Z6LJ,0
ZL22ZX7C,0
ZCH0EEWB,0
ZLW0H326,0
6120A058F97G,0
2EJ09X9X,0
S300XRNS,0
ZHZ3QCDT,0
PL1331LAGSHGAH,0
ZA141BC1,1
ZA12RAMY,0
ZL2K95LM,0
ZJV2FP2E,0
70K0A069F97G,0
ZA18BTFB,0
41D0A0NVFV8G,1
ZCH068QY,0
PL2331LAGSTWYJ,0
AAG61YUH,0
ZJV00RE9,0
PL2331LAHDH7GJ,0
2BHTSL5N,0
Z305D4C7,0
8CGDLR3H,0
ZL23WSL5,1
ZHZ65BKN,0
ZL23000D,0
ZJV2ECPS,0
Z305D4C0,0
3GK2DV1J,0
ZL233EFQ,0
71A0A36KFVGG,0
ZA21A5DP,0
AAG61L2H,1
ZHZ50XHC,0
ZJV2ML0Z,0
ZJV2FP0B,1
Z305KVG6,0
PL1331LAHEPSPH,0
AAG650AH,1
AAHKX4MH,0
ZL22ZS8G,0
2AGMLV6Y,1
5QH2J34F,1
8HH77B8H,0
3070A08EF97G,0
ZCH07ZZC,1
ZA189XC9,0
7050A00DFV8G,0
7QT02LJD,0
ZCH086VA,0
ZL2MD0V9,0
61A0A0MTF97G,0
5PHPW23D,0
ZA180YWB,1
ZA21AJKQ,0
ZA1491HD,0
ZA132HW3,0
PL2331LAHDKLGJ,0
AAG2WWWH,0
W300B5H1,0
ZJV0WCRT,0
PL2331LAHDWNVJ,0
ZA120NZT,0
ZJV02MZH,0
Z30568KR,0
ZTN0AK75,0
ZA16CLT3,1
ZA18930Q,1
AAHMR2ZH,0
ZA189XQJ,0
8DGU54TH,0
ZA10ND9R,0
7040A029FV8G,0
ZCH06N7M,0
PL1331LAHBS2KH,0
ZLW18ER4,0
PL1331LAHD1HTH,0
ZHZ4X8D0,0
Y0E0A06GF97G,1
40M0A0N0F97G,0
ZCH0CC40,0
ZA1818PN,0
ZLW18PX9,0
Z305GXMR,0
ZHZ4PKXL,0
Z810A00BF97G,1
PL1331LAHETKAH,0
2AGNAKBY,0
5PHAW73E,0
2BJ37LJN,0
ZL233EFT,0
ZDEABAPJ,0
ZJV0RAPF,0
2AGPD8ZY,0
70E0A14NF97G,0
ZCH07T8B,0
ZCH0DN87,0
ZJV059PN,0
6210A0Q2FVKG,0
PL2331LAHDL99J,0
2CKJ35WJ,0
ZCH0BML8,1
214002A0058E,0
ZCH0BNS9,0
ZJV2E9JZ,0
ZLW0GKMK,0
3GGMJ1EK,0
PL2331LAGRX2XJ,0
88P0A0AJF97G,0
8190A1LPFV8G,0
ZCH07W95,0
ZCH0FQQ6,0
ZCH0BW31,0
71A0A3TSFVGG,0
5PHKUG7D,0
5090A0TLF97G,0
ZL23XSDP,0
61A0A13SF97G,1
ZHZ62AV0,0
ZA1438P9,0
ZL2MD3QY,0
ZHZ39PK6,0
8HKTPZ7H,0
ZL005DK3,0
ZJV02Q1R,0
70E0A0MWF97G,0
ZL23X2AJ,0
ZL2CDMFC,0
ZLW1JRR4,0
Z305DHS0,0
ZA143CWN,0
8DHDX10H,0
ZLW0T9WC,0
Z304HS9L,0
ZJV4HH65,0
8CKT2V9L,0
2BJB91ZD,0
S2ZYJ9CF715331,0
Z305K207,0
ZJV0WCXQ,1
ZCH07MN6,0
ZJV0MXG6,0
ZLW26ZXA,0
ZL233E71,0
Z4D02S8L,0
S301GPYD,1
ZHZ47Y1A,1
ZCH0667E,0
ZJV2EHD2,0
Z4D0BANQ,0
ZL005C3G,0
ZL2NFXLD,0
2AGMHWMY,0
ZA18104X,0
10A0A0A9F97G,0
PL2331LAHDWB6J,1
ZL2L8HCK,0
PL2331LAHDWM8J,0
51S0A2XFFVGG,0
S300Z0Y6,0
ZJV4EXPB,1
ZCH082ZV,0
ZL23090C,0
PL1331LAGRZEKH,1
8HGKSPLH,0
ZCH07B5H,0
ZHZ62YVZ,0
ZJV5E94V,0
8160A24LFVKG,0
ZA217M2B,0
ZA13G9K8,1
ZHZ3S207,0
ZHZ62FSX,0
S300XPLV,0
7060A00MFV8G,0
ZL005375,0
ZA13Y1Y0,1
PL1331LAHD3KSH,1
ZCH07917,0
ZL00555K,0
7040A03RF97G,0
PL1331LAHD5D5H,0
S2ZYJ9GGB01749,1
Z305D51X,0
PL2331LAHDWLDJ,0
ZCH09L2B,0
ZCH077J5,1
ZHZ50X63,0
S300Z7KY,1
ZHZ62YT9,0
40P0A0MBF97G,0
ZA11VX00,0
ZL2MFAQ3,0
ZA1349GR,1
8CK597NL,0
2BJ0YK4N,0
ZA174ZNY,0
ZL2CRVSE,0
ZL233EH9,1
PL2331LAHDD92J,0
VKH9T5WX,0
ZJV0WGSL,0
PL1331LAGNRMJH,0
ZA13R39G,1
Z304NT6A,1
ZL004QR2,0
5PHN2MZD,0
8CKSHHSL,0
ZL2LTQQQ,0
ZTN0ALYS,0
ZTM08KJW,0
ZLW18THS,0
ZL23XFXW,0
ZJV04QRJ,0
3RJ3WY6A,0
Z302T6TC,1
ZLW18TFD,0
20J0A047F97G,0
ZLW0H2X4,0
41C0A01YFV8G,0
ZA171RQ2,0
Z304J0HM,0
QGK9HLBT,0
ZCH06TFZ,0
8HK9A9UH,0
PL2331LAGSU3JJ,0
ZA18CEGK,0
Z9R0A027F97G,0
Z305H1FG,1
S301122Z,0
ZA109CL1,0
7190A5LZFVGG,0
ZL005CF0,0
ZLW0WH82,0
ZA16DSXD,0
ZJV02G18,1
Z304JCWL,0
40X0A0WNF97G,0
ZL0007L3,0
70F0A06FF97G,0
PL2331LAHBUJBJ,0
ZCH0569G,0
3070A023F97G,0
PL2331LAHDEM7J,0
2AGHER3Y,0
2AGEB5NY,0
5PJAR80D,0
Z305KBLW,0
ZJV2DZ40,0
ZLW0GPZB,0
Z302SXK7,1
10L0A05GFV8G,0
70B0A01HF97G,0
Z304L9V6,0
5PJAG97F,0
ZJV00FNG,0
PL1331LAGSKB9H,0
ZJV1CSH2,0
2BJ34NAN,0
X0GEJ5TC,0
ZHZ3MNCW,0
ZA12QFDH,0
ZCH08AVP,0
ZJV0XJRA,0
78B0A02XF97G,1
ZHZ50GED,1
PL1331LAHE0RYH,0
88P0A07NF97G,0
ZL2M6GEM,0
ZA124430,0
8DHVBWDH,0
PL2331LAHDG1AJ,0
ZA10MCNP,0
S301LAPE,1
PL1331LAHEJM9H,0
VKGJZEYX,0
ZLW18EAP,0
3070A0SEF97G,0
ZA10JTPF,0
ZCH080S8,0
2CHXG3XJ,0
ZA123PS6,0
ZLW18TSC,0
10H0A07NF97G,0
ZHZ62X33,0
ZCH06MVG,0
AAG1LW0H,1
2BJ3YX6R,0
Z3053B1Q,0
Z305D5BY,0
Z4D07FAY,0
ZL004QSG,0
ZHZ4VSH1,1
ZA17ZN7M,0
2BH4VBJN,0
ZL005BF4,0
8HK4MRBH,0
ZHZ4WE2S,0
ZHZ62E68,0
X0GEK8DC,0
ZL2L8L3L,0
5080A0LUF97G,0
5PHKA1PD,0
51R0A2J1FVGG,0
Z302SX2Z,0
ZA18BLSG,0
21A0A01YFV8G,0
ZTM08K07,0
10B0A0MDF97G,0
7040A051F97G,0
X0GEE4JC,0
ZHZ3NSQW,0
ZL2LMGB9,0
51S0A6FDFVGG,0
5PHL225D,0
78C0A074F97G,0
ZJV02395,0
70M0A008F97G,0
ZLW18EXN,0
VKGMMJUX,0
70H0A01XF97G,0
8DJ2VXLH,0
ZCH07G5A,1
ZCH0C9EL,0
S300ZQP6,0
ZA189KBX,0
10A0A02AF97G,0
ZJV0XE8J,0
ZHZ2N5R1,0
ZJV1P5MF,0
ZA13RJ1C,1
ZHZ62WVW,0
ZHZ4VQR7,0
Z305D5AY,0
ZJV3YBH9,0
ZCH0DWLH,0
ZA13ZB6N,0
188DT94BT,1
S30110B7,0
3070A1AKF97G,0
5PJAJBRF,0
ZL2NG0B2,0
11J0A0RQF97G,0
AAG9K86H,0
ZA13YXE6,0
ZLW0GQPG,0
Z305D66W,0
ZA181KNS,0
X8G0A05HF97G,0
5090A0J9F97G,0
ZCH0A1ZA,0
8CGZWWVE,0
Z3053PX6,0
5PHL2ZDD,0
ZL005DTC,0
88R0A014F97G,1
ZHZ65Y0W,0
ZA153S2T,1
8190A0JTFVKG,0
PL2331LAHBD6PJ,0
ZHZ4V9XL,0
ZL2MEWTD,0
ZHZ4ES1K,0
ZA1CDRYD,0
ZA17ZPVA,1
ZHZ50QX1,1
ZCH0CRX5,0
X880A0G1F97G,0
ZL23E92C,0
70A0A02ZF97G,0
2CHUBTHP,0
6130A00QF97G,0
Z304KCBF,0
ZL232PLH,0
ZJV02D6G,1
51S0A390FVGG,0
ZHZ50LZ7,0
ZHZ4V5QN,0
ZL2NFYFD,0
7040A01LFV8G,0
8DGL6Z2H,0
ZHZ4ASSD,0
2AGPJLWY,0
2CKB4VDJ,0
10A0A08MF97G,0
ZCH04XK6,0
ZLW183QA,0
ZCH0CF2W,0
2CK69PGN,0
ZA189JMQ,0
ZA143CWW,1
ZS801JPF,0
7QT00HW5,0
AAG638TH,0
8190A03RFVKG,0
51R0A2HFFVGG,1
ZHZ4VEWT,0
ZL23XB3X,0
ZA10MCFH,0
69K0A0D4F97G,0
ZCH06NEC,0
S300Z7EW,0
S3010M1C,0
Z305GS5Z,0
S30115K2,0
PL2331LAH9ZWJJ,0
81A0A0LBFV8G,0
Y5HYMY0C,0
22G0A1HEFV8G,0
Z304HZHG,1
X0GDN9SC,0
PL1331LAHES3HH,0
ZLW0HC86,0
ZA171SVW,0
ZCH0A3A7,0
ZL2BDWJ0,0
ZLW18TCP,0
ZHZ65RG2,0
ZCH0D2R2,0
8190A0F5FVKG,0
5070A06DF97G,0
ZA170TYA,0
5PHR7NPD,0
2CGNSVAN,0
ZCH06J2X,0
40N0A0DUF97G,0
5080A02VF97G,0
ZCH073D5,0
8DGLBKEH,0
188DT94GT,1
ZCH0CK43,0
ZA120BZE,1
Z305K20F,1
564ESIYUS,0
Z3059YKF,0
8DHZB1XH,0
Z304JM7Q,1
ZCH09VTR,0
QGK6X4KT,0
5120A0F4F97G,0
ZCH0BKZH,0
ZA173SXK,0
Z305GWE7,0
ZJV04YN8,0
Z3058DQN,1
ZLW18SQ7,0
8CGUKR7E,0
ZLW24WZE,0
PL2331LAHB39SJ,0
5PJ88UNE,0
ZA21EJM4,1
10B0A0HDF97G,0
ZHZ4VRAA,0
S301KJQL,0
Y8T0A066F97G,0
2CKJ115J,0
5PHK3D5D,0
2CK5RNGN,0
ZL2LGK26,0
ZL2L8HJ3,0
ZA21DTL2,1
Z302SRG6,0
1060A00LF97G,0
S2ZYJ9FFB18444,0
Z302AK83,0
ZL298EQ0,0
ZCH06HKQ,0
2CKHEYAN,0
Z305DHVN,0
ZLW18NY9,0
40M0A02TF97G,0
ZJV00AXJ,0
QBGX8YGT,0
ZL23XSAN,0
20H0A0JUF97G,0
ZA165PLS,0
ZLW2L08T,0
PL1331LAGB81WH,0
PL2331LAH2VUVJ,0
2PG2LT3T,0
7030A0EZF97G,0
5PHRN6BD,0
ZLW18P86,0
ZA214LGM,0
ZHZ661QT,0
ZL0054XQ,0
7180A0AYFVGG,0
10B0A0LGF97G,0
Z304GR8J,1
2AGMPDJY,0
ZHZ4VHA9,0
S300Z75X,0
40X0A09HF97G,0
ZL23XAM3,0
8CGKT57G,0
7030A0N0F97G,0
Z304HSBZ,0
Y0D0A029F97G,0
WSD0RFS0,0
ZCH06NED,0
ZCH0D4A0,0
5130A03PF97G,0
ZJV2E4MM,0
ZLW18TAR,0
2CK74TUN,0
ZL230W7F,0
2AGN4RNY,0
PL2331LAH3WD9J,0
2BJAT96N,0
ZLW17S8W,0
AAH9D39H,0
5PHMULJD,0
ZL2LTBQA,0
70F0A061F97G,0
ZL2L8WAF,0
ZLW0GJLZ,0
3WGB1P4P,0
ZCH04DAX,0
ZA153N3X,0
Z305PHEF,1
ZL2CPV2W,0
52S0A18CFVKG,0
ZLW17SKT,0
ZHZ3MZAX,0
5PHKUBJD,0
ZL2MD6SS,0
NB120KN0,0
5PHP9B4D,0
Y5HYDY3C,0
70W0A00DF97G,0
ZCH06WH9,0
Z304HRXJ,1
66HLS2OSS,1
8DKA70RH,0
PL2331LAGR0NJJ,0
ZL2MVQS3,0
Z304L8DG,1
ZCH07FG2,0
ZL005DG6,1
X1G936AL,0
PL1331LAHEKP2H,0
ZL2MLSY5,0
Z304EY9L,0
ZL2L8F3Y,0
Z304JM77,1
5PJAL1VF,0
ZA12SVGC,0
ZJV0TC41,0
5QH3TSNB,0
Z4D0BSD5,0
ZJV2E87R,1
ZL23TL4F,0
PL1331LAHBN60H,0
Z304HMCY,0
176FT01LT,1
ZLW0PXB1,0
ZL005560,0
PL1331LAHELY6H,0
ZHZ50X99,0
ZL22ZHWD,0
ZA13F747,0
ZHZ3KBGH,0
S300Z5E3,0
61A0A1QLF97G,0
ZHZ6D3K5,0
61A0A10LF97G,0
2CHG6U3R,0
70X0A06SF97G,0
40P0A035F97G,0
ZCH0CJJK,0
Y5HYPR4C,0
ZJV1C4GF,1
71A0A2RZFVGG,0
ZJV2E69T,0
Z3040DWJ,0
ZCH0CJFY,0
ZCH06G03,0
ZL0052Z8,0
ZJV2FQR5,0
ZL005DLX,0
S301NL7S,1
ZLW0W98R,0
X880A0K8F97G,0
8CGKLGLG,0
PL1331LAHBYWPH,0
ZJV4DBPH,0
ZA232F4J,0
ZHZ63696,0
40P0A0NVF97G,0
ZL2MD0TH,0
PL2331LAHDAEZJ,0
5080A0BBF97G,0
61A0A1PKF97G,0
ZL225FG6,0
ZJV2FQ39,0
71A0A2RDFVGG,0
8190A0PPFVKG,0
ZTN0A5QX,0
ZCH08538,0
ZJV0T50V,0
ZJV0PJ1H,1
20H0A1SHF97G,0
ZA174QNF,1
ZCH06LKB,0
ZCH07NQV,1
70E0A09XF97G,0
ZL2L8GQ0,0
ZHZ63FPK,0
Z305CT3N,1
PL2331LAHDEE9J,0
8160A2N9FVKG,0
PL2331LAHDLYKJ,0
8CGDLL3H,0
69J0A08WF97G,0
ZA12PTQD,0
PL2331LAHDD9YJ,0
Z9R0A03DF97G,0
70F0A0PDF97G,0
ZHZ5V0A6,0
Z304KBPB,0
S300Z4XH,0
ZL23XSKH,0
ZJV10JCW,0
88R0A0DMF97G,0
5PHKMSTD,0
ZA1810C0,0
ZCH072JX,0
10B0A0JHF97G,0
41C0A00DFV8G,0
8HKYK3WH,0
X1G8876L,0
5090A0G5F97G,0
ZJV0WCZW,0
2AGM5VWY,0
ZCH0D1C0,1
ZHZ50XT9,0
ZHZ62AHA,0
ZL2MMF4F,0
ZLW0HC3Z,0
ZA12JTDQ,0
PL2331LAH314PJ,0
10W0A072F97G,0
ZL22YRWB,0
ZL2L816V,0
ZHZ4GAXJ,0
7090A0B1F97G,0
ZL23XAR2,0
915c0dc171680010,0
ZHZ3B8QA,1
ZCH070V1,0
5PHGMUUD,0
ZLW15T89,0
ZA14EYWY,0
ZL004QW7,0
X0GE8X7C,0
PL2331LAGRXGMJ,0
31K0A2U2FV8G,0
S300YPJ1,0
51S0A3WWFVGG,0
ZL22Z983,0
2AGMTL0Y,1
3060A02FF97G,0
ZJV2FQBD,0
ZHZ4W2F1,0
ZJV055G7,0
Z305ARGD,0
ZA16DSYF,0
ZCH09QBL,0
ZA11TWH0,0
8HK3NGEH,0
ZCH0C6HA,0
ZL23XBEQ,0
S300Z4KD,0
ZL2L8HBC,0
Z304K45G,1
2BJ2G7KN,0
ZJV13353,0
ZJV10HZE,0
ZJV5J7PK,0
Z302SZ5N,0
ZA16YFQ0,0
5PHR79YD,0
ZLW2JDRG,0
Z305GX6B,0
88X0A06KF97G,0
ZLW0GGH6,0
Z302ALE6,0
ZLW1JN5E,0
7QT02R7Q,0
88R0A02GF97G,1
ZL2HVT99,0
40X0A0WCF97G,0
PL2331LAHANS3J,0
Z4D05BVX,0
ZHZ4XRWS,0
ZLW0EH0J,0
5PHLA4YD,0
ZHZ4VCJ9,0
5PHRKDDD,0
AAHHKSDH,0
ZHZ3K983,0
66HLS2OXS,0
ZCH06ZQ6,0
71A0A20NFVGG,0
ZA180YYQ,1
PL1331LAHG5N6H,0
ZCH067QN,0
Z302SZN6,1
ZA122YFE,1
ZCH0CWB4,0
PL2331LAHDAZXJ,0
ZCH0BS14,0
ZHZ62KGY,0
ZA13F77B,0
Z3057XE4,0
PL1331LAHD19TH,0
5140A00GF97G,0
ZLW0GKFE,0
PL1331LAHBN6AH,1
ZL00524S,0
ZCH0B510,0
ZA11RPYQ,0
X1G94JTL,0
ZJV0WESZ,0
ZL2LTC9R,0
8190A14VFVKG,0
6210A0VBFVKG,0
7090A0C7F97G,0
70K0A041F97G,0
71A0A4JYFVGG,0
70K0A04VF97G,0
ZL005CX9,0
6210A13UFVKG,0
70K0A0H5F97G,0
ZL2HF5W1,0
70E0A0W8F97G,0
51R0A278FVGG,0
PL1331LAHD26ZH,0
ZCH05CYD,0
ZA1308MP,0
ZL0055EK,0
Y0E0A04AF97G,0
1060A03YF97G,0
2CKPTHTJ,0
ZLW18TLB,0
20H0A0D6F97G,0
Z302SF07,0
ZL2MFAN9,0
ZA11Z6P6,1
10B0A0QAF97G,0
ZL005E33,1
PL1331LAGSHL9H,0
AAHLVTVH,0
69L0A009F97G,0
40X0A0AGF97G,0
PL2331LAH3W3TJ,0
ZLW18MLK,0
X870A0FLF97G,1
5120A0BJF97G,0
5PKU5YZF,0
ZDEB35LX,0
ZA189J68,0
ZJV5HLF7,0
ZJV3BRH6,0
ZA211DNC,0
ZJV4S87P,0
40X0A10WF97G,0
PL1331LAHGTD0H,1
ZJV04G17,0
8160A07XFVKG,0
78P0A01WF97G,0
ZLW16QPH,0
ZL2NQ9XS,0
S300Z6ZN,0
ZHZ53VXW,0
